,species_common_name,period,ace_transfer_price,starting_year,fishing_year,wt_ace_2,wt_ace_1
823,Orange Roughy,Starting Oct 2001,2.281542527,2001,2002,,1.711156895
824,Orange Roughy,Starting Oct 2002,1.940703797,2002,2002,0.485175949,
824,Orange Roughy,Starting Oct 2002,1.940703797,2002,2003,,1.455527848
825,Orange Roughy,Starting Oct 2003,2.031923619,2003,2003,0.507980905,
825,Orange Roughy,Starting Oct 2003,2.031923619,2003,2004,,1.523942714
826,Orange Roughy,Starting Oct 2004,1.907829353,2004,2004,0.476957338,
826,Orange Roughy,Starting Oct 2004,1.907829353,2004,2005,,1.430872015
827,Orange Roughy,Starting Oct 2005,1.655243784,2005,2005,0.413810946,
827,Orange Roughy,Starting Oct 2005,1.655243784,2005,2006,,1.241432838
828,Orange Roughy,Starting Oct 2006,1.766233914,2006,2006,0.441558479,
828,Orange Roughy,Starting Oct 2006,1.766233914,2006,2007,,1.324675436
829,Orange Roughy,Starting Oct 2007,2.083808447,2007,2007,0.520952112,
829,Orange Roughy,Starting Oct 2007,2.083808447,2007,2008,,1.562856335
830,Orange Roughy,Starting Oct 2008,2.037959131,2008,2008,0.509489783,
830,Orange Roughy,Starting Oct 2008,2.037959131,2008,2009,,1.528469348
831,Orange Roughy,Starting Oct 2009,1.661070214,2009,2009,0.415267553,
831,Orange Roughy,Starting Oct 2009,1.661070214,2009,2010,,1.24580266
832,Orange Roughy,Starting Oct 2010,1.763858885,2010,2010,0.440964721,
832,Orange Roughy,Starting Oct 2010,1.763858885,2010,2011,,1.322894164
833,Orange Roughy,Starting Oct 2011,1.888215791,2011,2011,0.472053948,
833,Orange Roughy,Starting Oct 2011,1.888215791,2011,2012,,1.416161844
834,Orange Roughy,Starting Oct 2012,1.682123872,2012,2012,0.420530968,
834,Orange Roughy,Starting Oct 2012,1.682123872,2012,2013,,1.261592904
835,Orange Roughy,Starting Oct 2013,1.678247682,2013,2013,0.41956192,
835,Orange Roughy,Starting Oct 2013,1.678247682,2013,2014,,1.258685761
836,Orange Roughy,Starting Oct 2014,1.955693328,2014,2014,0.488923332,
836,Orange Roughy,Starting Oct 2014,1.955693328,2014,2015,,1.466769996
837,Orange Roughy,Starting Oct 2015,2.175374832,2015,2015,0.543843708,
837,Orange Roughy,Starting Oct 2015,2.175374832,2015,2016,,1.631531124
838,Orange Roughy,Starting Oct 2016,1.928090057,2016,2016,0.482022514,
838,Orange Roughy,Starting Oct 2016,1.928090057,2016,2017,,1.446067543
839,Orange Roughy,Starting Oct 2017,1.559532845,2017,2017,0.389883211,
839,Orange Roughy,Starting Oct 2017,1.559532845,2017,2018,,1.169649634
840,Orange Roughy,Starting Oct 2018,2.127810781,2018,2018,0.531952695,
840,Orange Roughy,Starting Oct 2018,2.127810781,2018,2019,,1.595858086
841,Orange Roughy,Starting Oct 2019,2.189374568,2019,2019,0.547343642,
841,Orange Roughy,Starting Oct 2019,2.189374568,2019,2020,,1.642030926
842,Orange Roughy,Starting Oct 2020,2.057852336,2020,2020,0.514463084,
842,Orange Roughy,Starting Oct 2020,2.057852336,2020,2021,,1.543389252
843,Orange Roughy,Starting Oct 2021,1.96855653,2021,2021,0.492139132,
843,Orange Roughy,Starting Oct 2021,1.96855653,2021,2022,,1.476417397
844,Oreo,Starting Oct 2001,0.353861169,2001,2001,0.088465292,
844,Oreo,Starting Oct 2001,0.353861169,2001,2002,,0.265395877
845,Oreo,Starting Oct 2002,0.392270797,2002,2002,0.098067699,
845,Oreo,Starting Oct 2002,0.392270797,2002,2003,,0.294203098
846,Oreo,Starting Oct 2003,0.342268158,2003,2003,0.085567039,
846,Oreo,Starting Oct 2003,0.342268158,2003,2004,,0.256701118
847,Oreo,Starting Oct 2004,0.324977646,2004,2004,0.081244411,
847,Oreo,Starting Oct 2004,0.324977646,2004,2005,,0.243733234
848,Oreo,Starting Oct 2005,0.329661632,2005,2005,0.082415408,
848,Oreo,Starting Oct 2005,0.329661632,2005,2006,,0.247246224
849,Oreo,Starting Oct 2006,0.351167421,2006,2006,0.087791855,
849,Oreo,Starting Oct 2006,0.351167421,2006,2007,,0.263375566
850,Oreo,Starting Oct 2007,0.397520053,2007,2007,0.099380013,
850,Oreo,Starting Oct 2007,0.397520053,2007,2008,,0.298140039
851,Oreo,Starting Oct 2008,0.350215998,2008,2008,0.087554,
851,Oreo,Starting Oct 2008,0.350215998,2008,2009,,0.262661999
852,Oreo,Starting Oct 2009,0.331102688,2009,2009,0.082775672,
852,Oreo,Starting Oct 2009,0.331102688,2009,2010,,0.248327016
853,Oreo,Starting Oct 2010,0.324100831,2010,2010,0.081025208,
853,Oreo,Starting Oct 2010,0.324100831,2010,2011,,0.243075623
854,Oreo,Starting Oct 2011,0.332839562,2011,2011,0.08320989,
854,Oreo,Starting Oct 2011,0.332839562,2011,2012,,0.249629671
855,Oreo,Starting Oct 2012,0.354823495,2012,2012,0.088705874,
855,Oreo,Starting Oct 2012,0.354823495,2012,2013,,0.266117621
856,Oreo,Starting Oct 2013,0.490855368,2013,2013,0.122713842,
856,Oreo,Starting Oct 2013,0.490855368,2013,2014,,0.368141526
857,Oreo,Starting Oct 2014,0.341715635,2014,2014,0.085428909,
857,Oreo,Starting Oct 2014,0.341715635,2014,2015,,0.256286726
858,Oreo,Starting Oct 2015,0.359851293,2015,2015,0.089962823,
858,Oreo,Starting Oct 2015,0.359851293,2015,2016,,0.26988847
859,Oreo,Starting Oct 2016,0.32952106,2016,2016,0.082380265,
859,Oreo,Starting Oct 2016,0.32952106,2016,2017,,0.247140795
860,Oreo,Starting Oct 2017,0.335604218,2017,2017,0.083901055,
860,Oreo,Starting Oct 2017,0.335604218,2017,2018,,0.251703164
861,Oreo,Starting Oct 2018,0.371917616,2018,2018,0.092979404,
861,Oreo,Starting Oct 2018,0.371917616,2018,2019,,0.278938212
862,Oreo,Starting Oct 2019,0.397287394,2019,2019,0.099321848,
862,Oreo,Starting Oct 2019,0.397287394,2019,2020,,0.297965545
863,Oreo,Starting Oct 2020,0.296007937,2020,2020,0.074001984,
863,Oreo,Starting Oct 2020,0.296007937,2020,2021,,0.222005953
864,Oreo,Starting Oct 2021,0.462668376,2021,2021,0.115667094,
864,Oreo,Starting Oct 2021,0.462668376,2021,2022,,0.347001282
865,Pacific Bluefin Tuna,Starting Oct 2004,8.6713,2004,2004,2.167825,
865,Pacific Bluefin Tuna,Starting Oct 2004,8.6713,2004,2005,,6.503475
866,Pacific Bluefin Tuna,Starting Oct 2007,8.2729,2007,2007,2.068225,
866,Pacific Bluefin Tuna,Starting Oct 2007,8.2729,2007,2008,,6.204675
29,Packhorse Rock Lobster,Starting Apr 2002,6.4669,2002,2002,4.850175,
29,Packhorse Rock Lobster,Starting Apr 2002,6.4669,2002,2003,,1.616725
30,Packhorse Rock Lobster,Starting Apr 2003,8.0085,2003,2003,6.006375,
30,Packhorse Rock Lobster,Starting Apr 2003,8.0085,2003,2004,,2.002125
31,Packhorse Rock Lobster,Starting Apr 2004,6.9032,2004,2004,5.1774,
31,Packhorse Rock Lobster,Starting Apr 2004,6.9032,2004,2005,,1.7258
32,Packhorse Rock Lobster,Starting Apr 2005,6.7829,2005,2005,5.087175,
32,Packhorse Rock Lobster,Starting Apr 2005,6.7829,2005,2006,,1.695725
33,Packhorse Rock Lobster,Starting Apr 2006,6.9904,2006,2006,5.2428,
33,Packhorse Rock Lobster,Starting Apr 2006,6.9904,2006,2007,,1.7476
34,Packhorse Rock Lobster,Starting Apr 2007,8.0876,2007,2007,6.0657,
34,Packhorse Rock Lobster,Starting Apr 2007,8.0876,2007,2008,,2.0219
35,Packhorse Rock Lobster,Starting Apr 2016,29.8478,2016,2016,22.38585,
35,Packhorse Rock Lobster,Starting Apr 2016,29.8478,2016,2017,,7.46195
36,Packhorse Rock Lobster,Starting Apr 2017,33.2142,2017,2017,24.91065,
36,Packhorse Rock Lobster,Starting Apr 2017,33.2142,2017,2018,,8.30355
37,Packhorse Rock Lobster,Starting Apr 2018,25.2551,2018,2018,18.941325,
37,Packhorse Rock Lobster,Starting Apr 2018,25.2551,2018,2019,,6.313775
38,Packhorse Rock Lobster,Starting Apr 2019,28.209,2019,2019,21.15675,
38,Packhorse Rock Lobster,Starting Apr 2019,28.209,2019,2020,,7.05225
39,Packhorse Rock Lobster,Starting Apr 2020,24.4909,2020,2020,18.368175,
39,Packhorse Rock Lobster,Starting Apr 2020,24.4909,2020,2021,,6.122725
40,Packhorse Rock Lobster,Starting Apr 2021,26.0368,2021,2021,19.5276,
40,Packhorse Rock Lobster,Starting Apr 2021,26.0368,2021,2022,,6.5092
867,Paddle Crab,Starting Oct 2002,0.777169534,2002,2002,0.194292384,
867,Paddle Crab,Starting Oct 2002,0.777169534,2002,2003,,0.582877151
868,Paddle Crab,Starting Oct 2003,0.905277634,2003,2003,0.226319408,
868,Paddle Crab,Starting Oct 2003,0.905277634,2003,2004,,0.678958225
869,Paddle Crab,Starting Oct 2004,0.860740947,2004,2004,0.215185237,
869,Paddle Crab,Starting Oct 2004,0.860740947,2004,2005,,0.64555571
870,Paddle Crab,Starting Oct 2005,0.686534583,2005,2005,0.171633646,
870,Paddle Crab,Starting Oct 2005,0.686534583,2005,2006,,0.514900937
871,Paddle Crab,Starting Oct 2006,0.62418033,2006,2006,0.156045083,
871,Paddle Crab,Starting Oct 2006,0.62418033,2006,2007,,0.468135248
872,Paddle Crab,Starting Oct 2007,0.518643922,2007,2007,0.12966098,
872,Paddle Crab,Starting Oct 2007,0.518643922,2007,2008,,0.388982941
873,Paddle Crab,Starting Oct 2008,0.411269191,2008,2008,0.102817298,
873,Paddle Crab,Starting Oct 2008,0.411269191,2008,2009,,0.308451893
874,Paddle Crab,Starting Oct 2009,0.422150933,2009,2009,0.105537733,
874,Paddle Crab,Starting Oct 2009,0.422150933,2009,2010,,0.3166132
875,Paddle Crab,Starting Oct 2010,0.707981099,2010,2010,0.176995275,
875,Paddle Crab,Starting Oct 2010,0.707981099,2010,2011,,0.530985824
876,Paddle Crab,Starting Oct 2011,0.211868073,2011,2011,0.052967018,
876,Paddle Crab,Starting Oct 2011,0.211868073,2011,2012,,0.158901054
877,Paddle Crab,Starting Oct 2012,0.228077645,2012,2012,0.057019411,
877,Paddle Crab,Starting Oct 2012,0.228077645,2012,2013,,0.171058234
878,Paddle Crab,Starting Oct 2013,0.391805107,2013,2013,0.097951277,
878,Paddle Crab,Starting Oct 2013,0.391805107,2013,2014,,0.293853831
879,Paddle Crab,Starting Oct 2014,0.2724,2014,2014,0.0681,
879,Paddle Crab,Starting Oct 2014,0.2724,2014,2015,,0.2043
880,Paddle Crab,Starting Oct 2015,0.715269284,2015,2015,0.178817321,
880,Paddle Crab,Starting Oct 2015,0.715269284,2015,2016,,0.536451963
881,Paddle Crab,Starting Oct 2016,0.2525,2016,2016,0.063125,
881,Paddle Crab,Starting Oct 2016,0.2525,2016,2017,,0.189375
882,Paddle Crab,Starting Oct 2017,0.7473,2017,2017,0.186825,
882,Paddle Crab,Starting Oct 2017,0.7473,2017,2018,,0.560475
883,Paddle Crab,Starting Oct 2018,0.9035124,2018,2018,0.2258781,
883,Paddle Crab,Starting Oct 2018,0.9035124,2018,2019,,0.6776343
884,Paddle Crab,Starting Oct 2019,0.2441,2019,2019,0.061025,
884,Paddle Crab,Starting Oct 2019,0.2441,2019,2020,,0.183075
885,Paddle Crab,Starting Oct 2020,0.3448,2020,2020,0.0862,
885,Paddle Crab,Starting Oct 2020,0.3448,2020,2021,,0.2586
886,Paddle Crab,Starting Oct 2021,0.2549,2021,2021,0.063725,
886,Paddle Crab,Starting Oct 2021,0.2549,2021,2022,,0.191175
887,Pale Ghost Shark,Starting Oct 2001,0.072583828,2001,2001,0.018145957,
887,Pale Ghost Shark,Starting Oct 2001,0.072583828,2001,2002,,0.054437871
888,Pale Ghost Shark,Starting Oct 2002,0.067649893,2002,2002,0.016912473,
888,Pale Ghost Shark,Starting Oct 2002,0.067649893,2002,2003,,0.05073742
889,Pale Ghost Shark,Starting Oct 2003,0.056307619,2003,2003,0.014076905,
889,Pale Ghost Shark,Starting Oct 2003,0.056307619,2003,2004,,0.042230714
890,Pale Ghost Shark,Starting Oct 2004,0.048815797,2004,2004,0.012203949,
890,Pale Ghost Shark,Starting Oct 2004,0.048815797,2004,2005,,0.036611848
891,Pale Ghost Shark,Starting Oct 2005,0.040796132,2005,2005,0.010199033,
891,Pale Ghost Shark,Starting Oct 2005,0.040796132,2005,2006,,0.030597099
892,Pale Ghost Shark,Starting Oct 2006,0.039747782,2006,2006,0.009936945,
892,Pale Ghost Shark,Starting Oct 2006,0.039747782,2006,2007,,0.029810836
893,Pale Ghost Shark,Starting Oct 2007,0.036256133,2007,2007,0.009064033,
893,Pale Ghost Shark,Starting Oct 2007,0.036256133,2007,2008,,0.0271921
894,Pale Ghost Shark,Starting Oct 2008,0.036693701,2008,2008,0.009173425,
894,Pale Ghost Shark,Starting Oct 2008,0.036693701,2008,2009,,0.027520276
895,Pale Ghost Shark,Starting Oct 2009,0.049872234,2009,2009,0.012468058,
895,Pale Ghost Shark,Starting Oct 2009,0.049872234,2009,2010,,0.037404175
896,Pale Ghost Shark,Starting Oct 2010,0.069730894,2010,2010,0.017432723,
896,Pale Ghost Shark,Starting Oct 2010,0.069730894,2010,2011,,0.05229817
897,Pale Ghost Shark,Starting Oct 2011,0.082562348,2011,2011,0.020640587,
897,Pale Ghost Shark,Starting Oct 2011,0.082562348,2011,2012,,0.061921761
898,Pale Ghost Shark,Starting Oct 2012,0.073003169,2012,2012,0.018250792,
898,Pale Ghost Shark,Starting Oct 2012,0.073003169,2012,2013,,0.054752376
899,Pale Ghost Shark,Starting Oct 2013,0.053491141,2013,2013,0.013372785,
899,Pale Ghost Shark,Starting Oct 2013,0.053491141,2013,2014,,0.040118356
900,Pale Ghost Shark,Starting Oct 2014,0.048693874,2014,2014,0.012173469,
900,Pale Ghost Shark,Starting Oct 2014,0.048693874,2014,2015,,0.036520406
901,Pale Ghost Shark,Starting Oct 2015,0.042929996,2015,2015,0.010732499,
901,Pale Ghost Shark,Starting Oct 2015,0.042929996,2015,2016,,0.032197497
902,Pale Ghost Shark,Starting Oct 2016,0.066679276,2016,2016,0.016669819,
902,Pale Ghost Shark,Starting Oct 2016,0.066679276,2016,2017,,0.050009457
903,Pale Ghost Shark,Starting Oct 2017,0.044101568,2017,2017,0.011025392,
903,Pale Ghost Shark,Starting Oct 2017,0.044101568,2017,2018,,0.033076176
904,Pale Ghost Shark,Starting Oct 2018,0.047546025,2018,2018,0.011886506,
904,Pale Ghost Shark,Starting Oct 2018,0.047546025,2018,2019,,0.035659519
905,Pale Ghost Shark,Starting Oct 2019,0.060033981,2019,2019,0.015008495,
905,Pale Ghost Shark,Starting Oct 2019,0.060033981,2019,2020,,0.045025486
906,Pale Ghost Shark,Starting Oct 2020,0.041748049,2020,2020,0.010437012,
906,Pale Ghost Shark,Starting Oct 2020,0.041748049,2020,2021,,0.031311037
907,Pale Ghost Shark,Starting Oct 2021,0.0466,2021,2021,0.01165,
907,Pale Ghost Shark,Starting Oct 2021,0.0466,2021,2022,,0.03495
908,Parore,Starting Oct 2004,0.155615794,2004,2004,0.038903949,
908,Parore,Starting Oct 2004,0.155615794,2004,2005,,0.116711846
909,Parore,Starting Oct 2005,0.21811018,2005,2005,0.054527545,
909,Parore,Starting Oct 2005,0.21811018,2005,2006,,0.163582635
910,Parore,Starting Oct 2006,0.249129796,2006,2006,0.062282449,
910,Parore,Starting Oct 2006,0.249129796,2006,2007,,0.186847347
911,Parore,Starting Oct 2007,0.247881887,2007,2007,0.061970472,
911,Parore,Starting Oct 2007,0.247881887,2007,2008,,0.185911415
912,Parore,Starting Oct 2008,0.262980667,2008,2008,0.065745167,
912,Parore,Starting Oct 2008,0.262980667,2008,2009,,0.1972355
913,Parore,Starting Oct 2009,0.296644359,2009,2009,0.07416109,
913,Parore,Starting Oct 2009,0.296644359,2009,2010,,0.22248327
914,Parore,Starting Oct 2010,0.310100284,2010,2010,0.077525071,
914,Parore,Starting Oct 2010,0.310100284,2010,2011,,0.232575213
915,Parore,Starting Oct 2011,0.299381979,2011,2011,0.074845495,
915,Parore,Starting Oct 2011,0.299381979,2011,2012,,0.224536484
916,Parore,Starting Oct 2012,0.306316561,2012,2012,0.07657914,
916,Parore,Starting Oct 2012,0.306316561,2012,2013,,0.229737421
917,Parore,Starting Oct 2013,0.296820745,2013,2013,0.074205186,
917,Parore,Starting Oct 2013,0.296820745,2013,2014,,0.222615559
918,Parore,Starting Oct 2014,0.260118152,2014,2014,0.065029538,
918,Parore,Starting Oct 2014,0.260118152,2014,2015,,0.195088614
919,Parore,Starting Oct 2015,0.221202667,2015,2015,0.055300667,
919,Parore,Starting Oct 2015,0.221202667,2015,2016,,0.165902
920,Parore,Starting Oct 2016,0.261576956,2016,2016,0.065394239,
920,Parore,Starting Oct 2016,0.261576956,2016,2017,,0.196182717
921,Parore,Starting Oct 2017,0.278644914,2017,2017,0.069661229,
921,Parore,Starting Oct 2017,0.278644914,2017,2018,,0.208983686
922,Parore,Starting Oct 2018,0.283525795,2018,2018,0.070881449,
922,Parore,Starting Oct 2018,0.283525795,2018,2019,,0.212644346
923,Parore,Starting Oct 2019,0.293385192,2019,2019,0.073346298,
923,Parore,Starting Oct 2019,0.293385192,2019,2020,,0.220038894
924,Parore,Starting Oct 2020,0.246500582,2020,2020,0.061625146,
924,Parore,Starting Oct 2020,0.246500582,2020,2021,,0.184875437
925,Parore,Starting Oct 2021,0.21438658,2021,2021,0.053596645,
925,Parore,Starting Oct 2021,0.21438658,2021,2022,,0.160789935
926,Paua,Starting Oct 2001,32.82103287,2001,2001,8.205258217,
926,Paua,Starting Oct 2001,32.82103287,2001,2002,,24.61577465
927,Paua,Starting Oct 2002,33.81392426,2002,2002,8.453481064,
927,Paua,Starting Oct 2002,33.81392426,2002,2003,,25.36044319
928,Paua,Starting Oct 2003,26.87246948,2003,2003,6.71811737,
928,Paua,Starting Oct 2003,26.87246948,2003,2004,,20.15435211
929,Paua,Starting Oct 2004,27.82605671,2004,2004,6.956514178,
929,Paua,Starting Oct 2004,27.82605671,2004,2005,,20.86954253
930,Paua,Starting Oct 2005,28.83247771,2005,2005,7.208119428,
930,Paua,Starting Oct 2005,28.83247771,2005,2006,,21.62435829
931,Paua,Starting Oct 2006,29.59667846,2006,2006,7.399169616,
931,Paua,Starting Oct 2006,29.59667846,2006,2007,,22.19750885
932,Paua,Starting Oct 2007,26.14254946,2007,2007,6.535637366,
932,Paua,Starting Oct 2007,26.14254946,2007,2008,,19.6069121
933,Paua,Starting Oct 2008,27.00141315,2008,2008,6.750353287,
933,Paua,Starting Oct 2008,27.00141315,2008,2009,,20.25105986
934,Paua,Starting Oct 2009,18.68904551,2009,2009,4.672261376,
934,Paua,Starting Oct 2009,18.68904551,2009,2010,,14.01678413
935,Paua,Starting Oct 2010,21.33131626,2010,2010,5.332829064,
935,Paua,Starting Oct 2010,21.33131626,2010,2011,,15.99848719
936,Paua,Starting Oct 2011,23.61869472,2011,2011,5.90467368,
936,Paua,Starting Oct 2011,23.61869472,2011,2012,,17.71402104
937,Paua,Starting Oct 2012,25.52556202,2012,2012,6.381390506,
937,Paua,Starting Oct 2012,25.52556202,2012,2013,,19.14417152
938,Paua,Starting Oct 2013,20.77403491,2013,2013,5.193508728,
938,Paua,Starting Oct 2013,20.77403491,2013,2014,,15.58052618
939,Paua,Starting Oct 2014,20.66354118,2014,2014,5.165885296,
939,Paua,Starting Oct 2014,20.66354118,2014,2015,,15.49765589
940,Paua,Starting Oct 2015,17.62759605,2015,2015,4.406899013,
940,Paua,Starting Oct 2015,17.62759605,2015,2016,,13.22069704
941,Paua,Starting Oct 2016,23.13997844,2016,2016,5.784994611,
941,Paua,Starting Oct 2016,23.13997844,2016,2017,,17.35498383
942,Paua,Starting Oct 2017,30.58758689,2017,2017,7.646896723,
942,Paua,Starting Oct 2017,30.58758689,2017,2018,,22.94069017
943,Paua,Starting Oct 2018,30.68996965,2018,2018,7.672492412,
943,Paua,Starting Oct 2018,30.68996965,2018,2019,,23.01747724
944,Paua,Starting Oct 2019,30.57778524,2019,2019,7.644446311,
944,Paua,Starting Oct 2019,30.57778524,2019,2020,,22.93333893
945,Paua,Starting Oct 2020,17.56623472,2020,2020,4.391558681,
945,Paua,Starting Oct 2020,17.56623472,2020,2021,,13.17467604
946,Paua,Starting Oct 2021,20.78130443,2021,2021,5.195326106,
946,Paua,Starting Oct 2021,20.78130443,2021,2022,,15.58597832
947,Pilchards,Starting Oct 2002,0.249793642,2002,2002,0.06244841,
947,Pilchards,Starting Oct 2002,0.249793642,2002,2003,,0.187345231
948,Pilchards,Starting Oct 2003,0.157459988,2003,2003,0.039364997,
948,Pilchards,Starting Oct 2003,0.157459988,2003,2004,,0.118094991
949,Pilchards,Starting Oct 2004,0.129338883,2004,2004,0.032334721,
949,Pilchards,Starting Oct 2004,0.129338883,2004,2005,,0.097004163
950,Pilchards,Starting Oct 2005,0.157298673,2005,2005,0.039324668,
950,Pilchards,Starting Oct 2005,0.157298673,2005,2006,,0.117974005
951,Pilchards,Starting Oct 2006,0.150421491,2006,2006,0.037605373,
951,Pilchards,Starting Oct 2006,0.150421491,2006,2007,,0.112816119
952,Pilchards,Starting Oct 2007,0.16215097,2007,2007,0.040537742,
952,Pilchards,Starting Oct 2007,0.16215097,2007,2008,,0.121613227
953,Pilchards,Starting Oct 2008,0.168273612,2008,2008,0.042068403,
953,Pilchards,Starting Oct 2008,0.168273612,2008,2009,,0.126205209
954,Pilchards,Starting Oct 2009,0.3133,2009,2009,0.078325,
954,Pilchards,Starting Oct 2009,0.3133,2009,2010,,0.234975
955,Pilchards,Starting Oct 2011,0.15,2011,2011,0.0375,
955,Pilchards,Starting Oct 2011,0.15,2011,2012,,0.1125
956,Pilchards,Starting Oct 2012,0.563046046,2012,2012,0.140761511,
956,Pilchards,Starting Oct 2012,0.563046046,2012,2013,,0.422284534
957,Pilchards,Starting Oct 2015,0.1843,2015,2015,0.046075,
957,Pilchards,Starting Oct 2015,0.1843,2015,2016,,0.138225
958,Pilchards,Starting Oct 2016,0.18,2016,2016,0.045,
958,Pilchards,Starting Oct 2016,0.18,2016,2017,,0.135
959,Pilchards,Starting Oct 2018,0.12354822,2018,2018,0.030887055,
959,Pilchards,Starting Oct 2018,0.12354822,2018,2019,,0.092661165
960,Pilchards,Starting Oct 2019,0.147020795,2019,2019,0.036755199,
960,Pilchards,Starting Oct 2019,0.147020795,2019,2020,,0.110265597
961,Pilchards,Starting Oct 2020,0.092527372,2020,2020,0.023131843,
961,Pilchards,Starting Oct 2020,0.092527372,2020,2021,,0.069395529
962,Pilchards,Starting Oct 2021,0.1603,2021,2021,0.040075,
962,Pilchards,Starting Oct 2021,0.1603,2021,2022,,0.120225
963,Pipi,Starting Oct 2004,0.9183,2004,2004,0.229575,
963,Pipi,Starting Oct 2004,0.9183,2004,2005,,0.688725
964,Pipi,Starting Oct 2006,1.1868,2006,2006,0.2967,
964,Pipi,Starting Oct 2006,1.1868,2006,2007,,0.8901
965,Porae,Starting Oct 2004,0.525301808,2004,2004,0.131325452,
965,Porae,Starting Oct 2004,0.525301808,2004,2005,,0.393976356
966,Porae,Starting Oct 2005,0.438008389,2005,2005,0.109502097,
966,Porae,Starting Oct 2005,0.438008389,2005,2006,,0.328506292
967,Porae,Starting Oct 2006,0.425339897,2006,2006,0.106334974,
967,Porae,Starting Oct 2006,0.425339897,2006,2007,,0.319004923
968,Porae,Starting Oct 2007,0.361184397,2007,2007,0.090296099,
968,Porae,Starting Oct 2007,0.361184397,2007,2008,,0.270888298
969,Porae,Starting Oct 2008,0.454489653,2008,2008,0.113622413,
969,Porae,Starting Oct 2008,0.454489653,2008,2009,,0.34086724
970,Porae,Starting Oct 2009,0.444919629,2009,2009,0.111229907,
970,Porae,Starting Oct 2009,0.444919629,2009,2010,,0.333689722
971,Porae,Starting Oct 2010,0.491049985,2010,2010,0.122762496,
971,Porae,Starting Oct 2010,0.491049985,2010,2011,,0.368287488
972,Porae,Starting Oct 2011,0.592697254,2011,2011,0.148174314,
972,Porae,Starting Oct 2011,0.592697254,2011,2012,,0.444522941
973,Porae,Starting Oct 2012,0.552228649,2012,2012,0.138057162,
973,Porae,Starting Oct 2012,0.552228649,2012,2013,,0.414171487
974,Porae,Starting Oct 2013,0.509037894,2013,2013,0.127259473,
974,Porae,Starting Oct 2013,0.509037894,2013,2014,,0.38177842
975,Porae,Starting Oct 2014,0.534518473,2014,2014,0.133629618,
975,Porae,Starting Oct 2014,0.534518473,2014,2015,,0.400888854
976,Porae,Starting Oct 2015,0.58491689,2015,2015,0.146229223,
976,Porae,Starting Oct 2015,0.58491689,2015,2016,,0.438687668
977,Porae,Starting Oct 2016,0.805293026,2016,2016,0.201323256,
977,Porae,Starting Oct 2016,0.805293026,2016,2017,,0.603969769
978,Porae,Starting Oct 2017,0.853071606,2017,2017,0.213267901,
978,Porae,Starting Oct 2017,0.853071606,2017,2018,,0.639803704
979,Porae,Starting Oct 2018,0.839525932,2018,2018,0.209881483,
979,Porae,Starting Oct 2018,0.839525932,2018,2019,,0.629644449
980,Porae,Starting Oct 2019,0.82397516,2019,2019,0.20599379,
980,Porae,Starting Oct 2019,0.82397516,2019,2020,,0.61798137
981,Porae,Starting Oct 2020,0.841072332,2020,2020,0.210268083,
981,Porae,Starting Oct 2020,0.841072332,2020,2021,,0.630804249
982,Porae,Starting Oct 2021,0.838036506,2021,2021,0.209509126,
982,Porae,Starting Oct 2021,0.838036506,2021,2022,,0.628527379
983,Porbeagle Shark,Starting Oct 2004,0.0636,2004,2004,0.0159,
983,Porbeagle Shark,Starting Oct 2004,0.0636,2004,2005,,0.0477
984,Porbeagle Shark,Starting Oct 2005,0.0639,2005,2005,0.015975,
984,Porbeagle Shark,Starting Oct 2005,0.0639,2005,2006,,0.047925
985,Porbeagle Shark,Starting Oct 2006,0.0654,2006,2006,0.01635,
985,Porbeagle Shark,Starting Oct 2006,0.0654,2006,2007,,0.04905
986,Porbeagle Shark,Starting Oct 2007,0.0658,2007,2007,0.01645,
986,Porbeagle Shark,Starting Oct 2007,0.0658,2007,2008,,0.04935
987,Porbeagle Shark,Starting Oct 2008,0.0609,2008,2008,0.015225,
987,Porbeagle Shark,Starting Oct 2008,0.0609,2008,2009,,0.045675
988,Porbeagle Shark,Starting Oct 2009,0.0542,2009,2009,0.01355,
988,Porbeagle Shark,Starting Oct 2009,0.0542,2009,2010,,0.04065
989,Porbeagle Shark,Starting Oct 2010,0.0534,2010,2010,0.01335,
989,Porbeagle Shark,Starting Oct 2010,0.0534,2010,2011,,0.04005
990,Porbeagle Shark,Starting Oct 2011,0.0668,2011,2011,0.0167,
990,Porbeagle Shark,Starting Oct 2011,0.0668,2011,2012,,0.0501
991,Porbeagle Shark,Starting Oct 2012,0.0548,2012,2012,0.0137,
991,Porbeagle Shark,Starting Oct 2012,0.0548,2012,2013,,0.0411
992,Porbeagle Shark,Starting Oct 2013,0.0581,2013,2013,0.014525,
992,Porbeagle Shark,Starting Oct 2013,0.0581,2013,2014,,0.043575
993,Porbeagle Shark,Starting Oct 2014,0.0615,2014,2014,0.015375,
993,Porbeagle Shark,Starting Oct 2014,0.0615,2014,2015,,0.046125
994,Porbeagle Shark,Starting Oct 2015,0.0618,2015,2015,0.01545,
994,Porbeagle Shark,Starting Oct 2015,0.0618,2015,2016,,0.04635
995,Porbeagle Shark,Starting Oct 2016,0.0591,2016,2016,0.014775,
995,Porbeagle Shark,Starting Oct 2016,0.0591,2016,2017,,0.044325
996,Porbeagle Shark,Starting Oct 2017,0.0826,2017,2017,0.02065,
