,species,fishing_year,TACC,units TACC,Catch,Units Catch
1746,Trevally,1998,3922.4,Tonnes,NA,Tonnes
1747,Trevally,1999,3932.8,Tonnes,NA,Tonnes
1748,Trevally,2000,3932.4,Tonnes,NA,Tonnes
1749,Trevally,2001,3932.4,Tonnes,NA,Tonnes
1750,Trevally,2002,3933.1,Tonnes,3186.5,Tonnes
1751,Trevally,2003,3933.1,Tonnes,3314.2,Tonnes
1752,Trevally,2004,3933.1,Tonnes,3548.6,Tonnes
1753,Trevally,2005,3933.1,Tonnes,3241.4,Tonnes
1754,Trevally,2006,3933.1,Tonnes,3524.6,Tonnes
1755,Trevally,2007,3933.1,Tonnes,2897.2,Tonnes
1756,Trevally,2008,3933.1,Tonnes,2874.6,Tonnes
1757,Trevally,2009,3933.1,Tonnes,3175,Tonnes
1758,Trevally,2010,3933.1,Tonnes,3041.7,Tonnes
1759,Trevally,2011,3933.1,Tonnes,3576.3,Tonnes
1760,Trevally,2012,3933.1,Tonnes,3132.6,Tonnes
1761,Trevally,2013,3933.1,Tonnes,3337,Tonnes
1762,Trevally,2014,3933.1,Tonnes,3343.5,Tonnes
1763,Trevally,2015,3933.1,Tonnes,3520.6,Tonnes
1764,Trevally,2016,3933.1,Tonnes,3809.7,Tonnes
1765,Trevally,2017,3933.1,Tonnes,3538.2,Tonnes
1766,Trevally,2018,NA,Tonnes,3758.5,Tonnes
1767,Trevally,2018,3933.1,Tonnes,NA,Tonnes
1768,Trevally,2019,3933.1,Tonnes,3089,Tonnes
1769,Triangle Shell,2005,406,Tonnes,19.8,Tonnes
1770,Triangle Shell,2006,406,Tonnes,28.1,Tonnes
1771,Triangle Shell,2007,406,Tonnes,46.6,Tonnes
1772,Triangle Shell,2008,406,Tonnes,8.9,Tonnes
1773,Triangle Shell,2009,406,Tonnes,12.9,Tonnes
1774,Triangle Shell,2010,406,Tonnes,10.1,Tonnes
1775,Triangle Shell,2011,725,Tonnes,21,Tonnes
1776,Triangle Shell,2012,725,Tonnes,82.7,Tonnes
1777,Triangle Shell,2013,725,Tonnes,171,Tonnes
1778,Triangle Shell,2014,2437,Tonnes,195.3,Tonnes
1779,Triangle Shell,2015,2437,Tonnes,247,Tonnes
1780,Triangle Shell,2016,2437,Tonnes,375.1,Tonnes
1781,Triangle Shell,2017,2542,Tonnes,346.4,Tonnes
1782,Triangle Shell,2018,2542,Tonnes,296.5,Tonnes
1783,Triangle Shell,2019,2542,Tonnes,293.1,Tonnes
1784,Trough Shell,2005,98,Tonnes,2.4,Tonnes
1785,Trough Shell,2006,98,Tonnes,3.2,Tonnes
1786,Trough Shell,2007,98,Tonnes,3.9,Tonnes
1787,Trough Shell,2008,98,Tonnes,1.1,Tonnes
1788,Trough Shell,2009,98,Tonnes,0,Tonnes
1789,Trough Shell,2010,98,Tonnes,0.2,Tonnes
1790,Trough Shell,2011,160,Tonnes,0,Tonnes
1791,Trough Shell,2012,160,Tonnes,NA,Tonnes
1792,Trough Shell,2013,160,Tonnes,0.1,Tonnes
1793,Trough Shell,2014,160,Tonnes,0,Tonnes
1794,Trough Shell,2015,160,Tonnes,NA,Tonnes
1795,Trough Shell,2016,160,Tonnes,NA,Tonnes
1796,Trough Shell,2017,160,Tonnes,0,Tonnes
1797,Trough Shell,2018,160,Tonnes,0,Tonnes
1798,Trough Shell,2019,160,Tonnes,0,Tonnes
1799,Trumpeter,1999,144,Tonnes,NA,Tonnes
1800,Trumpeter,2000,144,Tonnes,NA,Tonnes
1801,Trumpeter,2001,144,Tonnes,NA,Tonnes
1802,Trumpeter,2002,144,Tonnes,26.4,Tonnes
1803,Trumpeter,2003,144,Tonnes,50.7,Tonnes
1804,Trumpeter,2004,144,Tonnes,42.6,Tonnes
1805,Trumpeter,2005,144,Tonnes,90.1,Tonnes
1806,Trumpeter,2006,144,Tonnes,87.8,Tonnes
1807,Trumpeter,2007,144,Tonnes,98.7,Tonnes
1808,Trumpeter,2008,144,Tonnes,101.4,Tonnes
1809,Trumpeter,2009,144,Tonnes,57.3,Tonnes
1810,Trumpeter,2010,144,Tonnes,95.1,Tonnes
1811,Trumpeter,2011,144,Tonnes,109.7,Tonnes
1812,Trumpeter,2012,144,Tonnes,107.6,Tonnes
1813,Trumpeter,2013,144,Tonnes,92.6,Tonnes
1814,Trumpeter,2014,144,Tonnes,73.9,Tonnes
1815,Trumpeter,2015,144,Tonnes,56.1,Tonnes
1816,Trumpeter,2016,144,Tonnes,75.9,Tonnes
1817,Trumpeter,2017,144,Tonnes,64.6,Tonnes
1818,Trumpeter,2018,144,Tonnes,52.4,Tonnes
1819,Trumpeter,2019,144,Tonnes,62.5,Tonnes
1820,Tuatua,2006,43,Tonnes,NA,Tonnes
1821,Tuatua,2007,43,Tonnes,NA,Tonnes
1822,Tuatua,2008,43,Tonnes,NA,Tonnes
1823,Tuatua,2009,43,Tonnes,NA,Tonnes
1824,Tuatua,2010,43,Tonnes,NA,Tonnes
1825,Tuatua,2011,43,Tonnes,NA,Tonnes
1826,Tuatua,2012,43,Tonnes,4.9,Tonnes
1827,Tuatua,2013,43,Tonnes,5.3,Tonnes
1828,Tuatua,2014,43,Tonnes,0,Tonnes
1829,Tuatua,2015,43,Tonnes,1.8,Tonnes
1830,Tuatua,2016,43,Tonnes,5.9,Tonnes
1831,Tuatua,2017,43,Tonnes,0.6,Tonnes
1832,Tuatua,2018,43,Tonnes,NA,Tonnes
1833,Tuatua,2019,43,Tonnes,0,Tonnes
1834,White Warehou,1999,3374,Tonnes,NA,Tonnes
1835,White Warehou,2000,3374,Tonnes,NA,Tonnes
1836,White Warehou,2001,3374,Tonnes,NA,Tonnes
1837,White Warehou,2002,3374,Tonnes,1940.1,Tonnes
1838,White Warehou,2003,3374,Tonnes,3346.4,Tonnes
1839,White Warehou,2004,3374,Tonnes,2356.7,Tonnes
1840,White Warehou,2005,3374,Tonnes,2863.5,Tonnes
1841,White Warehou,2006,3374,Tonnes,2496.9,Tonnes
1842,White Warehou,2007,3735,Tonnes,3215.1,Tonnes
1843,White Warehou,2008,3735,Tonnes,2115.2,Tonnes
1844,White Warehou,2009,3735,Tonnes,2161.4,Tonnes
1845,White Warehou,2010,3735,Tonnes,1690.5,Tonnes
1846,White Warehou,2011,3735,Tonnes,1324.2,Tonnes
1847,White Warehou,2012,3735,Tonnes,1374.9,Tonnes
1848,White Warehou,2013,3735,Tonnes,1451.7,Tonnes
1849,White Warehou,2014,3735,Tonnes,1908.2,Tonnes
1850,White Warehou,2015,3735,Tonnes,845.6,Tonnes
1851,White Warehou,2016,3735,Tonnes,1069,Tonnes
1852,White Warehou,2017,3735,Tonnes,1064.9,Tonnes
1853,White Warehou,2018,NA,Tonnes,1133.8,Tonnes
1854,White Warehou,2018,3735,Tonnes,NA,Tonnes
1855,White Warehou,2019,3735,Tonnes,1027.8,Tonnes
1856,Yellow-eyed Mullet,1999,68,Tonnes,NA,Tonnes
1857,Yellow-eyed Mullet,2000,68,Tonnes,NA,Tonnes
1858,Yellow-eyed Mullet,2001,68,Tonnes,NA,Tonnes
1859,Yellow-eyed Mullet,2002,68,Tonnes,25.2,Tonnes
1860,Yellow-eyed Mullet,2003,68,Tonnes,33.6,Tonnes
1861,Yellow-eyed Mullet,2004,68,Tonnes,21.5,Tonnes
1862,Yellow-eyed Mullet,2005,68,Tonnes,13.2,Tonnes
1863,Yellow-eyed Mullet,2006,68,Tonnes,13.8,Tonnes
1864,Yellow-eyed Mullet,2007,68,Tonnes,23.2,Tonnes
1865,Yellow-eyed Mullet,2008,68,Tonnes,16.1,Tonnes
1866,Yellow-eyed Mullet,2009,68,Tonnes,21.1,Tonnes
1867,Yellow-eyed Mullet,2010,68,Tonnes,30.1,Tonnes
1868,Yellow-eyed Mullet,2011,68,Tonnes,37.6,Tonnes
1869,Yellow-eyed Mullet,2012,68,Tonnes,29,Tonnes
1870,Yellow-eyed Mullet,2013,68,Tonnes,24.5,Tonnes
1871,Yellow-eyed Mullet,2014,68,Tonnes,30.5,Tonnes
1872,Yellow-eyed Mullet,2015,68,Tonnes,44.9,Tonnes
1873,Yellow-eyed Mullet,2016,68,Tonnes,32.3,Tonnes
1874,Yellow-eyed Mullet,2017,68,Tonnes,23.6,Tonnes
1875,Yellow-eyed Mullet,2018,68,Tonnes,24.9,Tonnes
1876,Yellow-eyed Mullet,2019,68,Tonnes,33.2,Tonnes
1877,Yellowfin Tuna,2005,263,Tonnes,36,Tonnes
1878,Yellowfin Tuna,2006,263,Tonnes,9.2,Tonnes
1879,Yellowfin Tuna,2007,263,Tonnes,18.9,Tonnes
1880,Yellowfin Tuna,2008,263,Tonnes,22.2,Tonnes
1881,Yellowfin Tuna,2009,263,Tonnes,5.4,Tonnes
1882,Yellowfin Tuna,2010,263,Tonnes,6.2,Tonnes
1883,Yellowfin Tuna,2011,263,Tonnes,2.8,Tonnes
1884,Yellowfin Tuna,2012,263,Tonnes,2.2,Tonnes
1885,Yellowfin Tuna,2013,263,Tonnes,0.5,Tonnes
1886,Yellowfin Tuna,2014,263,Tonnes,1.4,Tonnes
1887,Yellowfin Tuna,2015,263,Tonnes,14.1,Tonnes
1888,Yellowfin Tuna,2016,263,Tonnes,57.6,Tonnes
1889,Yellowfin Tuna,2017,263,Tonnes,7.6,Tonnes
1890,Yellowfin Tuna,2018,263,Tonnes,23.1,Tonnes
1891,Yellowfin Tuna,2019,263,Tonnes,4.9,Tonnes
