,species,fishing_year,wt_ace,TACC,units.TACC,Catch,Units.Catch,wt_port_price
2889,Surf Clam   large trough shell,2020,NA,NA,NA,NA,NA,0.890118641
2890,Surf Clam   large trough shell,2021,NA,NA,NA,NA,NA,1.198168422
2891,Surf Clam   large trough shell,2022,NA,NA,NA,NA,NA,1.1859375
2892,Surf Clam   ringed dosinia,2008,NA,NA,NA,NA,NA,0.65
2893,Surf Clam   ringed dosinia,2009,NA,NA,NA,NA,NA,2.6
2894,Surf Clam   ringed dosinia,2010,NA,NA,NA,NA,NA,2.735
2895,Surf Clam   ringed dosinia,2011,NA,NA,NA,NA,NA,3.1425
2896,Surf Clam   ringed dosinia,2012,NA,NA,NA,NA,NA,3.145
2897,Surf Clam   ringed dosinia,2013,NA,NA,NA,NA,NA,3.13
2898,Surf Clam   ringed dosinia,2014,NA,NA,NA,NA,NA,3.13
2899,Surf Clam   ringed dosinia,2015,NA,NA,NA,NA,NA,3.13
2900,Surf Clam   ringed dosinia,2016,NA,NA,NA,NA,NA,3.13
2901,Surf Clam   ringed dosinia,2017,NA,NA,NA,NA,NA,3.13
2902,Surf Clam   ringed dosinia,2018,NA,NA,NA,NA,NA,3.13
2903,Surf Clam   ringed dosinia,2019,NA,NA,NA,NA,NA,3.13
2904,Surf Clam   ringed dosinia,2020,NA,NA,NA,NA,NA,3.13
2905,Surf Clam   ringed dosinia,2021,NA,NA,NA,NA,NA,3.0790625
2906,Surf Clam   ringed dosinia,2022,NA,NA,NA,NA,NA,2.1946875
2907,Surf Clam   silky dosinia,2008,NA,NA,NA,NA,NA,0.6
2908,Surf Clam   silky dosinia,2009,NA,NA,NA,NA,NA,2.4
2909,Surf Clam   silky dosinia,2010,NA,NA,NA,NA,NA,2.525
2910,Surf Clam   silky dosinia,2011,NA,NA,NA,NA,NA,2.9025
2911,Surf Clam   silky dosinia,2012,NA,NA,NA,NA,NA,2.905
2912,Surf Clam   silky dosinia,2013,NA,NA,NA,NA,NA,2.89
2913,Surf Clam   silky dosinia,2014,NA,NA,NA,NA,NA,2.89
2914,Surf Clam   silky dosinia,2015,NA,NA,NA,NA,NA,2.89
2915,Surf Clam   silky dosinia,2016,NA,NA,NA,NA,NA,2.89
2916,Surf Clam   silky dosinia,2017,NA,NA,NA,NA,NA,2.89
2917,Surf Clam   silky dosinia,2018,NA,NA,NA,NA,NA,2.89
2918,Surf Clam   silky dosinia,2019,NA,NA,NA,NA,NA,2.89
2919,Surf Clam   silky dosinia,2020,NA,NA,NA,NA,NA,2.89
2920,Surf Clam   silky dosinia,2021,NA,NA,NA,NA,NA,2.89
2921,Surf Clam   silky dosinia,2022,NA,NA,NA,NA,NA,2.1675
2922,Surf Clam   triangle shell,2008,NA,NA,NA,NA,NA,0.175
2923,Surf Clam   triangle shell,2009,NA,NA,NA,NA,NA,0.7
2924,Surf Clam   triangle shell,2010,NA,NA,NA,NA,NA,0.735
2925,Surf Clam   triangle shell,2011,NA,NA,NA,NA,NA,0.84
2926,Surf Clam   triangle shell,2012,NA,NA,NA,NA,NA,0.8375
2927,Surf Clam   triangle shell,2013,NA,NA,NA,NA,NA,0.83
2928,Surf Clam   triangle shell,2014,NA,NA,NA,NA,NA,0.83
2929,Surf Clam   triangle shell,2015,NA,NA,NA,NA,NA,0.83
2930,Surf Clam   triangle shell,2016,NA,NA,NA,NA,NA,0.83
2931,Surf Clam   triangle shell,2017,NA,NA,NA,NA,NA,0.83
2932,Surf Clam   triangle shell,2018,NA,NA,NA,NA,NA,0.83
2933,Surf Clam   triangle shell,2019,NA,NA,NA,NA,NA,0.83
2934,Surf Clam   triangle shell,2020,NA,NA,NA,NA,NA,0.83
2935,Surf Clam   triangle shell,2021,NA,NA,NA,NA,NA,0.9865625
2936,Surf Clam   triangle shell,2022,NA,NA,NA,NA,NA,1.0921875
2937,Surf Clam   trough shell,2008,NA,NA,NA,NA,NA,0.425
2938,Surf Clam   trough shell,2009,NA,NA,NA,NA,NA,1.7
2939,Surf Clam   trough shell,2010,NA,NA,NA,NA,NA,1.7875
2940,Surf Clam   trough shell,2011,NA,NA,NA,NA,NA,2.0525
2941,Surf Clam   trough shell,2012,NA,NA,NA,NA,NA,2.055
2942,Surf Clam   trough shell,2013,NA,NA,NA,NA,NA,2.04
2943,Surf Clam   trough shell,2014,NA,NA,NA,NA,NA,2.04
2944,Surf Clam   trough shell,2015,NA,NA,NA,NA,NA,2.04
2945,Surf Clam   trough shell,2016,NA,NA,NA,NA,NA,2.04
2946,Surf Clam   trough shell,2017,NA,NA,NA,NA,NA,2.04
2947,Surf Clam   trough shell,2018,NA,NA,NA,NA,NA,2.04
2948,Surf Clam   trough shell,2019,NA,NA,NA,NA,NA,2.04
2949,Surf Clam   trough shell,2020,NA,NA,NA,NA,NA,2.04
2950,Surf Clam   trough shell,2021,NA,NA,NA,NA,NA,2.04
2951,Surf Clam   trough shell,2022,NA,NA,NA,NA,NA,1.53
2952,Tuatua,2020,NA,NA,NA,NA,NA,1.51
2953,Tuatua,2021,NA,NA,NA,NA,NA,1.51
2954,Tuatua,2022,NA,NA,NA,NA,NA,1.1325
2955,White Warehou,2022,NA,NA,NA,NA,NA,1.273761029
2956,Yellow eyed Mullet,2008,NA,NA,NA,NA,NA,0.402857143
2957,Yellow eyed Mullet,2009,NA,NA,NA,NA,NA,1.611428572
2958,Yellow eyed Mullet,2010,NA,NA,NA,NA,NA,2.053928572
2959,Yellow eyed Mullet,2011,NA,NA,NA,NA,NA,3.463571429
2960,Yellow eyed Mullet,2012,NA,NA,NA,NA,NA,3.7025
2961,Yellow eyed Mullet,2013,NA,NA,NA,NA,NA,3.693928571
2962,Yellow eyed Mullet,2014,NA,NA,NA,NA,NA,3.735714285
2963,Yellow eyed Mullet,2015,NA,NA,NA,NA,NA,3.7225
2964,Yellow eyed Mullet,2016,NA,NA,NA,NA,NA,3.662857143
2965,Yellow eyed Mullet,2017,NA,NA,NA,NA,NA,3.6275
2966,Yellow eyed Mullet,2018,NA,NA,NA,NA,NA,3.701216414
2967,Yellow eyed Mullet,2019,NA,NA,NA,NA,NA,3.705049365
2968,Yellow eyed Mullet,2020,NA,NA,NA,NA,NA,3.718457635
2969,Yellow eyed Mullet,2021,NA,NA,NA,NA,NA,3.718457635
2970,Yellow eyed Mullet,2022,NA,NA,NA,NA,NA,2.788843226
2971,Yellow Eyed Mullet,2022,NA,NA,NA,NA,NA,2.76
2972,Yellowfin Tuna,2020,NA,NA,NA,NA,NA,6.46
2973,Yellowfin Tuna,2021,NA,NA,NA,NA,NA,6.46
2974,Yellowfin Tuna,2022,NA,NA,NA,NA,NA,4.845
