"","species_common_name","period","ace_transfer_price","starting_year","wt_ace_2","wt_ace_1"
"898","Pale Ghost Shark","Starting Oct 2012",0.0730031685658397,"2012",0.0182507921414599,0.0547523764243798
"899","Pale Ghost Shark","Starting Oct 2013",0.0534911407696346,"2013",0.0133727851924086,0.0401183555772259
"900","Pale Ghost Shark","Starting Oct 2014",0.0486938741910117,"2014",0.0121734685477529,0.0365204056432588
"901","Pale Ghost Shark","Starting Oct 2015",0.0429299960285876,"2015",0.0107324990071469,0.0321974970214407
"902","Pale Ghost Shark","Starting Oct 2016",0.0666792757121107,"2016",0.0166698189280277,0.0500094567840831
"903","Pale Ghost Shark","Starting Oct 2017",0.0441015680193838,"2017",0.0110253920048459,0.0330761760145378
"904","Pale Ghost Shark","Starting Oct 2018",0.0475460252205127,"2018",0.0118865063051282,0.0356595189153845
"905","Pale Ghost Shark","Starting Oct 2019",0.060033981061714,"2019",0.0150084952654285,0.0450254857962855
"906","Pale Ghost Shark","Starting Oct 2020",0.0417480491187725,"2020",0.0104370122796931,0.0313110368390794
"907","Pale Ghost Shark","Starting Oct 2021",0.0466,"2021",0.01165,0.03495
"908","Parore","Starting Oct 2004",0.155615794274768,"2004",0.038903948568692,0.116711845706076
"909","Parore","Starting Oct 2005",0.21811017972287,"2005",0.0545275449307175,0.163582634792153
"910","Parore","Starting Oct 2006",0.249129796345978,"2006",0.0622824490864946,0.186847347259484
"911","Parore","Starting Oct 2007",0.247881886960392,"2007",0.0619704717400979,0.185911415220294
"912","Parore","Starting Oct 2008",0.262980666843458,"2008",0.0657451667108645,0.197235500132593
"913","Parore","Starting Oct 2009",0.296644359358084,"2009",0.0741610898395211,0.222483269518563
"914","Parore","Starting Oct 2010",0.310100283687153,"2010",0.0775250709217882,0.232575212765365
"915","Parore","Starting Oct 2011",0.299381979131201,"2011",0.0748454947828003,0.224536484348401
"916","Parore","Starting Oct 2012",0.306316561282787,"2012",0.0765791403206969,0.229737420962091
"917","Parore","Starting Oct 2013",0.296820745348991,"2013",0.0742051863372478,0.222615559011743
"918","Parore","Starting Oct 2014",0.260118152491579,"2014",0.0650295381228948,0.195088614368684
"919","Parore","Starting Oct 2015",0.221202666802771,"2015",0.0553006667006929,0.165902000102079
"920","Parore","Starting Oct 2016",0.261576955748357,"2016",0.0653942389370893,0.196182716811268
"921","Parore","Starting Oct 2017",0.278644914330656,"2017",0.0696612285826639,0.208983685747992
"922","Parore","Starting Oct 2018",0.283525794696959,"2018",0.0708814486742398,0.212644346022719
"923","Parore","Starting Oct 2019",0.293385192458326,"2019",0.0733462981145814,0.220038894343744
"924","Parore","Starting Oct 2020",0.246500582066207,"2020",0.0616251455165517,0.184875436549655
"925","Parore","Starting Oct 2021",0.214386580140605,"2021",0.0535966450351512,0.160789935105454
"926","Paua","Starting Oct 2001",32.8210328676005,"2001",8.20525821690013,24.6157746507004
"927","Paua","Starting Oct 2002",33.8139242553871,"2002",8.45348106384678,25.3604431915403
"928","Paua","Starting Oct 2003",26.872469478415,"2003",6.71811736960376,20.1543521088113
"929","Paua","Starting Oct 2004",27.8260567110642,"2004",6.95651417776605,20.8695425332982
"930","Paua","Starting Oct 2005",28.8324777138969,"2005",7.20811942847422,21.6243582854227
"931","Paua","Starting Oct 2006",29.5966784627831,"2006",7.39916961569576,22.1975088470873
"932","Paua","Starting Oct 2007",26.1425494623702,"2007",6.53563736559254,19.6069120967776
"933","Paua","Starting Oct 2008",27.0014131498633,"2008",6.75035328746583,20.2510598623975
"934","Paua","Starting Oct 2009",18.6890455059094,"2009",4.67226137647735,14.0167841294321
"935","Paua","Starting Oct 2010",21.3313162557349,"2010",5.33282906393373,15.9984871918012
"936","Paua","Starting Oct 2011",23.6186947218081,"2011",5.90467368045203,17.7140210413561
"937","Paua","Starting Oct 2012",25.5255620229105,"2012",6.38139050572763,19.1441715171829
"938","Paua","Starting Oct 2013",20.7740349108514,"2013",5.19350872771286,15.5805261831386
"939","Paua","Starting Oct 2014",20.6635411848742,"2014",5.16588529621854,15.4976558886556
"940","Paua","Starting Oct 2015",17.6275960516992,"2015",4.40689901292479,13.2206970387744
"941","Paua","Starting Oct 2016",23.1399784437319,"2016",5.78499461093298,17.354983832799
"942","Paua","Starting Oct 2017",30.5875868936647,"2017",7.64689672341617,22.9406901702485
"943","Paua","Starting Oct 2018",30.68996964975,"2018",7.67249241243751,23.0174772373125
"944","Paua","Starting Oct 2019",30.5777852448126,"2019",7.64444631120314,22.9333389336094
"945","Paua","Starting Oct 2020",17.566234723316,"2020",4.391558680829,13.174676042487
"946","Paua","Starting Oct 2021",20.7813044250216,"2021",5.19532610625539,15.5859783187662
"947","Pilchards","Starting Oct 2002",0.249793641503056,"2002",0.062448410375764,0.187345231127292
"948","Pilchards","Starting Oct 2003",0.157459988149919,"2003",0.0393649970374799,0.11809499111244
"949","Pilchards","Starting Oct 2004",0.129338883477582,"2004",0.0323347208693955,0.0970041626081864
"950","Pilchards","Starting Oct 2005",0.157298673058668,"2005",0.0393246682646669,0.117974004794001
"951","Pilchards","Starting Oct 2006",0.1504214914194,"2006",0.0376053728548499,0.11281611856455
"952","Pilchards","Starting Oct 2007",0.162150969991911,"2007",0.0405377424979778,0.121613227493933
"953","Pilchards","Starting Oct 2008",0.16827361206378,"2008",0.042068403015945,0.126205209047835
"954","Pilchards","Starting Oct 2009",0.3133,"2009",0.078325,0.234975
"955","Pilchards","Starting Oct 2011",0.15,"2011",0.0375,0.1125
"956","Pilchards","Starting Oct 2012",0.563046045811006,"2012",0.140761511452752,0.422284534358255
"957","Pilchards","Starting Oct 2015",0.1843,"2015",0.046075,0.138225
"958","Pilchards","Starting Oct 2016",0.18,"2016",0.045,0.135
"959","Pilchards","Starting Oct 2018",0.123548219685535,"2018",0.0308870549213837,0.0926611647641512
"960","Pilchards","Starting Oct 2019",0.147020795391978,"2019",0.0367551988479946,0.110265596543984
"961","Pilchards","Starting Oct 2020",0.0925273722391035,"2020",0.0231318430597759,0.0693955291793276
"962","Pilchards","Starting Oct 2021",0.1603,"2021",0.040075,0.120225
"963","Pipi","Starting Oct 2004",0.9183,"2004",0.229575,0.688725
"964","Pipi","Starting Oct 2006",1.1868,"2006",0.2967,0.8901
"965","Porae","Starting Oct 2004",0.525301807650568,"2004",0.131325451912642,0.393976355737926
"966","Porae","Starting Oct 2005",0.438008388729253,"2005",0.109502097182313,0.32850629154694
"967","Porae","Starting Oct 2006",0.425339896751502,"2006",0.106334974187875,0.319004922563626
"968","Porae","Starting Oct 2007",0.361184396685954,"2007",0.0902960991714884,0.270888297514465
"969","Porae","Starting Oct 2008",0.454489652727305,"2008",0.113622413181826,0.340867239545479
"970","Porae","Starting Oct 2009",0.444919628815629,"2009",0.111229907203907,0.333689721611722
"971","Porae","Starting Oct 2010",0.491049984549193,"2010",0.122762496137298,0.368287488411895
"972","Porae","Starting Oct 2011",0.592697254357085,"2011",0.148174313589271,0.444522940767814
"973","Porae","Starting Oct 2012",0.552228648683868,"2012",0.138057162170967,0.414171486512901
"974","Porae","Starting Oct 2013",0.509037893597185,"2013",0.127259473399296,0.381778420197889
"975","Porae","Starting Oct 2014",0.534518472653753,"2014",0.133629618163438,0.400888854490315
"976","Porae","Starting Oct 2015",0.584916890457132,"2015",0.146229222614283,0.438687667842849
"977","Porae","Starting Oct 2016",0.805293025893026,"2016",0.201323256473256,0.603969769419769
"978","Porae","Starting Oct 2017",0.853071605564181,"2017",0.213267901391045,0.639803704173136
"979","Porae","Starting Oct 2018",0.839525932396388,"2018",0.209881483099097,0.629644449297291
"980","Porae","Starting Oct 2019",0.823975159722753,"2019",0.205993789930688,0.617981369792065
"981","Porae","Starting Oct 2020",0.841072332010041,"2020",0.21026808300251,0.630804249007531
"982","Porae","Starting Oct 2021",0.838036505756531,"2021",0.209509126439133,0.628527379317398
"983","Porbeagle Shark","Starting Oct 2004",0.0636,"2004",0.0159,0.0477
"984","Porbeagle Shark","Starting Oct 2005",0.0639,"2005",0.015975,0.047925
"985","Porbeagle Shark","Starting Oct 2006",0.0654,"2006",0.01635,0.04905
"986","Porbeagle Shark","Starting Oct 2007",0.0658,"2007",0.01645,0.04935
"987","Porbeagle Shark","Starting Oct 2008",0.0609,"2008",0.015225,0.045675
"988","Porbeagle Shark","Starting Oct 2009",0.0542,"2009",0.01355,0.04065
"989","Porbeagle Shark","Starting Oct 2010",0.0534,"2010",0.01335,0.04005
"990","Porbeagle Shark","Starting Oct 2011",0.0668,"2011",0.0167,0.0501
"991","Porbeagle Shark","Starting Oct 2012",0.0548,"2012",0.0137,0.0411
"992","Porbeagle Shark","Starting Oct 2013",0.0581,"2013",0.014525,0.043575
"993","Porbeagle Shark","Starting Oct 2014",0.0615,"2014",0.015375,0.046125
"994","Porbeagle Shark","Starting Oct 2015",0.0618,"2015",0.01545,0.04635
"995","Porbeagle Shark","Starting Oct 2016",0.0591,"2016",0.014775,0.044325
"996","Porbeagle Shark","Starting Oct 2017",0.0826,"2017",0.02065,0.06195
"997","Porbeagle Shark","Starting Oct 2018",0.0741,"2018",0.018525,0.055575
"998","Porbeagle Shark","Starting Oct 2019",0.0553,"2019",0.013825,0.041475
"999","Porbeagle Shark","Starting Oct 2020",0.0926,"2020",0.02315,0.06945
"1000","Porbeagle Shark","Starting Oct 2021",0.05,"2021",0.0125,0.0375
"1001","Prawn Killer","Starting Oct 2009",0.0913,"2009",0.022825,0.068475
"1002","Prawn Killer","Starting Oct 2010",0.0754591264031235,"2010",0.0188647816007809,0.0565943448023426
"1003","Prawn Killer","Starting Oct 2011",0.1011,"2011",0.025275,0.075825
"1004","Prawn Killer","Starting Oct 2012",0.1103,"2012",0.027575,0.082725
"1005","Prawn Killer","Starting Oct 2013",0.115654170831945,"2013",0.0289135427079862,0.0867406281239587
"1006","Prawn Killer","Starting Oct 2014",0.0901197345890411,"2014",0.0225299336472603,0.0675898009417808
"1007","Prawn Killer","Starting Oct 2015",0.1355,"2015",0.033875,0.101625
"1008","Prawn Killer","Starting Oct 2016",0.0667391922455573,"2016",0.0166847980613893,0.050054394184168
"1009","Prawn Killer","Starting Oct 2017",0.0705261167404025,"2017",0.0176315291851006,0.0528945875553018
"1010","Prawn Killer","Starting Oct 2018",0.0544,"2018",0.0136,0.0408
"1011","Queen Scallop","Starting Oct 2014",2.0083,"2014",0.502075,1.506225
"1012","Ray's Bream","Starting Oct 2004",0.1153,"2004",0.028825,0.086475
"1013","Ray's Bream","Starting Oct 2005",0.0616,"2005",0.0154,0.0462
"1014","Ray's Bream","Starting Oct 2006",0.1008,"2006",0.0252,0.0756
"1015","Ray's Bream","Starting Oct 2007",0.0867,"2007",0.021675,0.065025
"1016","Ray's Bream","Starting Oct 2008",0.0581,"2008",0.014525,0.043575
"1017","Ray's Bream","Starting Oct 2009",0.0738,"2009",0.01845,0.05535
"1018","Ray's Bream","Starting Oct 2010",0.0767,"2010",0.019175,0.057525
"1019","Ray's Bream","Starting Oct 2011",0.0706,"2011",0.01765,0.05295
"1020","Ray's Bream","Starting Oct 2012",0.0592,"2012",0.0148,0.0444
"1021","Ray's Bream","Starting Oct 2013",0.0623,"2013",0.015575,0.046725
"1022","Ray's Bream","Starting Oct 2014",0.0707,"2014",0.017675,0.053025
"1023","Ray's Bream","Starting Oct 2015",0.056,"2015",0.014,0.042
"1024","Ray's Bream","Starting Oct 2016",0.0637,"2016",0.015925,0.047775
"1025","Ray's Bream","Starting Oct 2017",0.0794,"2017",0.01985,0.05955
"1026","Ray's Bream","Starting Oct 2018",0.0476,"2018",0.0119,0.0357
"1027","Ray's Bream","Starting Oct 2019",0.0744,"2019",0.0186,0.0558
"1028","Ray's Bream","Starting Oct 2020",0.0576,"2020",0.0144,0.0432
"1029","Ray's Bream","Starting Oct 2021",0.0668,"2021",0.0167,0.0501
"1030","Red Cod","Starting Oct 2001",0.117927419218102,"2001",0.0294818548045254,0.0884455644135763
"1031","Red Cod","Starting Oct 2002",0.11736908266477,"2002",0.0293422706661925,0.0880268119985774
"1032","Red Cod","Starting Oct 2003",0.104414831279842,"2003",0.0261037078199605,0.0783111234598815
"1033","Red Cod","Starting Oct 2004",0.101036561132074,"2004",0.0252591402830184,0.0757774208490553
"1034","Red Cod","Starting Oct 2005",0.107986603527832,"2005",0.026996650881958,0.0809899526458741
"1035","Red Cod","Starting Oct 2006",0.101915274803452,"2006",0.0254788187008631,0.0764364561025893
"1036","Red Cod","Starting Oct 2007",0.137022871103997,"2007",0.0342557177759993,0.102767153327998
"1037","Red Cod","Starting Oct 2008",0.129018496059163,"2008",0.0322546240147908,0.0967638720443723
"1038","Red Cod","Starting Oct 2009",0.119896605358731,"2009",0.0299741513396828,0.0899224540190483
"1039","Red Cod","Starting Oct 2010",0.118374485155107,"2010",0.0295936212887768,0.0887808638663303
"1040","Red Cod","Starting Oct 2011",0.123950807356954,"2011",0.0309877018392386,0.0929631055177157
"1041","Red Cod","Starting Oct 2012",0.179948891829689,"2012",0.0449872229574223,0.134961668872267
"1042","Red Cod","Starting Oct 2013",0.156712159116356,"2013",0.0391780397790891,0.117534119337267
"1043","Red Cod","Starting Oct 2014",0.121176086823834,"2014",0.0302940217059584,0.0908820651178753
"1044","Red Cod","Starting Oct 2015",0.117290045360145,"2015",0.0293225113400361,0.0879675340201084
"1045","Red Cod","Starting Oct 2016",0.114128305920905,"2016",0.0285320764802263,0.085596229440679
"1046","Red Cod","Starting Oct 2017",0.134368699437418,"2017",0.0335921748593546,0.100776524578064
"1047","Red Cod","Starting Oct 2018",0.106055198517283,"2018",0.0265137996293208,0.0795413988879624
"1048","Red Cod","Starting Oct 2019",0.102912437373274,"2019",0.0257281093433186,0.0771843280299558
"1049","Red Cod","Starting Oct 2020",0.106720914150604,"2020",0.0266802285376509,0.0800406856129527
"1050","Red Cod","Starting Oct 2021",0.104989810015483,"2021",0.0262474525038708,0.0787423575116123
"1051","Red Snapper","Starting Oct 2004",1.58018292693693,"2004",0.395045731734233,1.1851371952027
"1052","Red Snapper","Starting Oct 2005",1.399261182786,"2005",0.349815295696499,1.0494458870895
"1053","Red Snapper","Starting Oct 2006",1.26106919675086,"2006",0.315267299187715,0.945801897563146
"1054","Red Snapper","Starting Oct 2007",1.50311220428351,"2007",0.375778051070879,1.12733415321264
"1055","Red Snapper","Starting Oct 2008",1.28245390127251,"2008",0.320613475318128,0.961840425954383
"1056","Red Snapper","Starting Oct 2009",1.85686011597167,"2009",0.464215028992918,1.39264508697875
"1057","Red Snapper","Starting Oct 2010",1.60314901025329,"2010",0.400787252563322,1.20236175768996
"1058","Red Snapper","Starting Oct 2011",1.06314080761047,"2011",0.265785201902618,0.797355605707854
"1059","Red Snapper","Starting Oct 2012",1.22515630473129,"2012",0.306289076182822,0.918867228548466
"1060","Red Snapper","Starting Oct 2013",1.21072617538554,"2013",0.302681543846384,0.908044631539153
"1061","Red Snapper","Starting Oct 2014",1.37336120290684,"2014",0.34334030072671,1.03002090218013
"1062","Red Snapper","Starting Oct 2015",1.35481048355313,"2015",0.338702620888283,1.01610786266485
"1063","Red Snapper","Starting Oct 2016",1.23315774018097,"2016",0.308289435045242,0.924868305135727
"1064","Red Snapper","Starting Oct 2017",1.29211944344261,"2017",0.323029860860652,0.969089582581955
"1065","Red Snapper","Starting Oct 2018",1.19946698841069,"2018",0.299866747102673,0.899600241308018
"1066","Red Snapper","Starting Oct 2019",1.4790476785832,"2019",0.3697619196458,1.1092857589374
"1067","Red Snapper","Starting Oct 2020",1.39857192749307,"2020",0.349642981873267,1.0489289456198
"1068","Red Snapper","Starting Oct 2021",1.43223968563318,"2021",0.358059921408296,1.07417976422489
"1069","Redbait","Starting Oct 2010",0.2388,"2010",0.0597,0.1791
"1070","Redbait","Starting Oct 2011",0.137223171958444,"2011",0.0343057929896111,0.102917378968833
"1071","Redbait","Starting Oct 2012",0.1586,"2012",0.03965,0.11895
"1072","Redbait","Starting Oct 2013",0.1418,"2013",0.03545,0.10635
"1073","Redbait","Starting Oct 2014",0.204,"2014",0.051,0.153
"1074","Redbait","Starting Oct 2015",0.1406,"2015",0.03515,0.10545
"1075","Redbait","Starting Oct 2016",0.148657372599184,"2016",0.0371643431497961,0.111493029449388
"1076","Redbait","Starting Oct 2017",0.2,"2017",0.05,0.15
"1077","Redbait","Starting Oct 2018",0.1961,"2018",0.049025,0.147075
"1078","Redbait","Starting Oct 2019",0.2111,"2019",0.052775,0.158325
"1079","Redbait","Starting Oct 2020",0.2111,"2020",0.052775,0.158325
"1080","Ribaldo","Starting Oct 2001",0.146217155876837,"2001",0.0365542889692093,0.109662866907628
"1081","Ribaldo","Starting Oct 2002",0.127155024428933,"2002",0.0317887561072333,0.0953662683216998
"1082","Ribaldo","Starting Oct 2003",0.125965789817919,"2003",0.0314914474544797,0.0944743423634391
"1083","Ribaldo","Starting Oct 2004",0.125535367131609,"2004",0.0313838417829024,0.0941515253487071
"1084","Ribaldo","Starting Oct 2005",0.123350943523761,"2005",0.0308377358809402,0.0925132076428205
"1085","Ribaldo","Starting Oct 2006",0.315632991961581,"2006",0.0789082479903953,0.236724743971186
"1086","Ribaldo","Starting Oct 2007",0.21026375240578,"2007",0.0525659381014451,0.157697814304335
"1087","Ribaldo","Starting Oct 2008",0.228366669114265,"2008",0.0570916672785663,0.171275001835699
"1088","Ribaldo","Starting Oct 2009",0.267820752876314,"2009",0.0669551882190786,0.200865564657236
"1089","Ribaldo","Starting Oct 2010",0.349455989729643,"2010",0.0873639974324107,0.262091992297232
"1090","Ribaldo","Starting Oct 2011",0.109077907264955,"2011",0.0272694768162388,0.0818084304487164
"1091","Ribaldo","Starting Oct 2012",0.131632559666242,"2012",0.0329081399165606,0.0987244197496817
"1092","Ribaldo","Starting Oct 2013",0.124396857279863,"2013",0.0310992143199658,0.0932976429598974
"1093","Ribaldo","Starting Oct 2014",0.125237939928775,"2014",0.0313094849821937,0.0939284549465811
"1094","Ribaldo","Starting Oct 2015",0.118327711790079,"2015",0.0295819279475199,0.0887457838425596
"1095","Ribaldo","Starting Oct 2016",0.108149329960055,"2016",0.0270373324900138,0.0811119974700414
"1096","Ribaldo","Starting Oct 2017",0.332046884941063,"2017",0.0830117212352659,0.249035163705798
"1097","Ribaldo","Starting Oct 2018",0.114454068633111,"2018",0.0286135171582778,0.0858405514748334
"1098","Ribaldo","Starting Oct 2019",0.102403684509439,"2019",0.0256009211273597,0.0768027633820791
"1099","Ribaldo","Starting Oct 2020",0.117473983226232,"2020",0.029368495806558,0.0881054874196741
"1100","Ribaldo","Starting Oct 2021",0.110050616148298,"2021",0.0275126540370745,0.0825379621112236
"1101","Rig","Starting Oct 2001",0.857993512766522,"2001",0.214498378191631,0.643495134574892
"1102","Rig","Starting Oct 2002",0.915140065157229,"2002",0.228785016289307,0.686355048867922
"1103","Rig","Starting Oct 2003",0.872609501980712,"2003",0.218152375495178,0.654457126485534
"1104","Rig","Starting Oct 2004",0.787957506015853,"2004",0.196989376503963,0.59096812951189
"1105","Rig","Starting Oct 2005",0.793242663010794,"2005",0.198310665752699,0.594931997258096
"1106","Rig","Starting Oct 2006",0.70658752817626,"2006",0.176646882044065,0.529940646132195
"1107","Rig","Starting Oct 2007",0.763941211177736,"2007",0.190985302794434,0.572955908383302
"1108","Rig","Starting Oct 2008",0.766558975224378,"2008",0.191639743806095,0.574919231418284
"1109","Rig","Starting Oct 2009",0.758027106026716,"2009",0.189506776506679,0.568520329520037
"1110","Rig","Starting Oct 2010",0.739168311804267,"2010",0.184792077951067,0.5543762338532
"1111","Rig","Starting Oct 2011",0.737322650822274,"2011",0.184330662705569,0.552991988116706
"1112","Rig","Starting Oct 2012",0.792415536745293,"2012",0.198103884186323,0.594311652558969
"1113","Rig","Starting Oct 2013",0.763078595969914,"2013",0.190769648992478,0.572308946977435
"1114","Rig","Starting Oct 2014",0.770125332773158,"2014",0.192531333193289,0.577593999579868
"1115","Rig","Starting Oct 2015",0.791604749318747,"2015",0.197901187329687,0.59370356198906
"1116","Rig","Starting Oct 2016",0.981920262605902,"2016",0.245480065651475,0.736440196954426
"1117","Rig","Starting Oct 2017",0.911240149752226,"2017",0.227810037438057,0.68343011231417
"1118","Rig","Starting Oct 2018",0.947456600027692,"2018",0.236864150006923,0.710592450020769
"1119","Rig","Starting Oct 2019",1.0757695864504,"2019",0.268942396612599,0.806827189837797
"1120","Rig","Starting Oct 2020",1.06286674818177,"2020",0.265716687045441,0.797150061136324
"1121","Rig","Starting Oct 2021",0.982374811900807,"2021",0.245593702975202,0.736781108925605
"1122","Rough Skate","Starting Oct 2003",0.188947910634548,"2003",0.0472369776586369,0.141710932975911
"1123","Rough Skate","Starting Oct 2004",0.19571937363822,"2004",0.0489298434095551,0.146789530228665
"1124","Rough Skate","Starting Oct 2005",0.137908420860493,"2005",0.0344771052151233,0.10343131564537
"1125","Rough Skate","Starting Oct 2006",0.151547170597286,"2006",0.0378867926493214,0.113660377947964
"1126","Rough Skate","Starting Oct 2007",0.14374302009425,"2007",0.0359357550235625,0.107807265070687
"1127","Rough Skate","Starting Oct 2008",0.13484206547878,"2008",0.033710516369695,0.101131549109085
"1128","Rough Skate","Starting Oct 2009",0.143135073495125,"2009",0.0357837683737813,0.107351305121344
"1129","Rough Skate","Starting Oct 2010",0.137609729919899,"2010",0.0344024324799748,0.103207297439924
"1130","Rough Skate","Starting Oct 2011",0.153048275826505,"2011",0.0382620689566263,0.114786206869879
"1131","Rough Skate","Starting Oct 2012",0.135831006494836,"2012",0.0339577516237091,0.101873254871127
"1132","Rough Skate","Starting Oct 2013",0.123180075999674,"2013",0.0307950189999185,0.0923850569997556
"1133","Rough Skate","Starting Oct 2014",0.122100152611729,"2014",0.0305250381529323,0.091575114458797
"1134","Rough Skate","Starting Oct 2015",0.110793148324267,"2015",0.0276982870810668,0.0830948612432004
"1135","Rough Skate","Starting Oct 2016",0.11673874643166,"2016",0.029184686607915,0.0875540598237451
"1136","Rough Skate","Starting Oct 2017",0.120625614687776,"2017",0.0301564036719441,0.0904692110158323
"1137","Rough Skate","Starting Oct 2018",0.11605144661846,"2018",0.0290128616546151,0.0870385849638453
"1138","Rough Skate","Starting Oct 2019",0.115904961735888,"2019",0.0289762404339721,0.0869287213019162
"1139","Rough Skate","Starting Oct 2020",0.119176394366644,"2020",0.0297940985916609,0.0893822957749827
"1140","Rough Skate","Starting Oct 2021",0.12028039867799,"2021",0.0300700996694975,0.0902102990084926
"1141","Ruby Fish","Starting Oct 2001",0.0871989622281673,"2001",0.0217997405570418,0.0653992216711254
"1142","Ruby Fish","Starting Oct 2002",0.0963173174717931,"2002",0.0240793293679483,0.0722379881038448
"1143","Ruby Fish","Starting Oct 2003",0.13745974517269,"2003",0.0343649362931726,0.103094808879518
"1144","Ruby Fish","Starting Oct 2004",0.162432763100325,"2004",0.0406081907750812,0.121824572325243
"1145","Ruby Fish","Starting Oct 2005",0.115538144610348,"2005",0.028884536152587,0.0866536084577611
"1146","Ruby Fish","Starting Oct 2006",0.115589195162464,"2006",0.0288972987906159,0.0866918963718478
"1147","Ruby Fish","Starting Oct 2007",0.0743450771898085,"2007",0.0185862692974521,0.0557588078923564
"1148","Ruby Fish","Starting Oct 2008",0.06265799026255,"2008",0.0156644975656375,0.0469934926969125
"1149","Ruby Fish","Starting Oct 2009",0.0836304539559566,"2009",0.0209076134889892,0.0627228404669675
"1150","Ruby Fish","Starting Oct 2010",0.0905714325997492,"2010",0.0226428581499373,0.0679285744498119
"1151","Ruby Fish","Starting Oct 2011",0.132305180225617,"2011",0.0330762950564043,0.0992288851692128
"1152","Ruby Fish","Starting Oct 2012",0.121464534417178,"2012",0.0303661336042944,0.0910984008128833
"1153","Ruby Fish","Starting Oct 2013",0.118063881565063,"2013",0.0295159703912659,0.0885479111737976
"1154","Ruby Fish","Starting Oct 2014",0.107032222837988,"2014",0.026758055709497,0.0802741671284909
"1155","Ruby Fish","Starting Oct 2015",0.111101081855366,"2015",0.0277752704638415,0.0833258113915246
"1156","Ruby Fish","Starting Oct 2016",0.101066059064423,"2016",0.0252665147661057,0.0757995442983172
"1157","Ruby Fish","Starting Oct 2017",0.0820779396444185,"2017",0.0205194849111046,0.0615584547333139
"1158","Ruby Fish","Starting Oct 2018",0.0907571293544082,"2018",0.0226892823386021,0.0680678470158062
"1159","Ruby Fish","Starting Oct 2019",0.0735074717907474,"2019",0.0183768679476868,0.0551306038430605
"1160","Ruby Fish","Starting Oct 2020",0.0751466485882872,"2020",0.0187866621470718,0.0563599864412154
"1161","Ruby Fish","Starting Oct 2021",0.172321023583604,"2021",0.043080255895901,0.129240767687703
"1162","Scampi","Starting Oct 2004",12.518553340128,"2004",3.12963833503201,9.38891500509602
"1163","Scampi","Starting Oct 2005",11.9959039580277,"2005",2.99897598950692,8.99692796852076
"1164","Scampi","Starting Oct 2006",11.7011501389294,"2006",2.92528753473234,8.77586260419703
"1165","Scampi","Starting Oct 2014",28.85,"2014",7.2125,21.6375
"1166","Scampi","Starting Oct 2016",13.1047339522123,"2016",3.27618348805308,9.82855046415925
"1167","Scampi","Starting Oct 2017",17.2446365459379,"2017",4.31115913648448,12.9334774094534
"1168","Scampi","Starting Oct 2018",20.9558628832992,"2018",5.2389657208248,15.7168971624744
"1169","Scampi","Starting Oct 2019",23.6386245880697,"2019",5.90965614701742,17.7289684410523
"1170","Scampi","Starting Oct 2020",18.6799688359013,"2020",4.66999220897531,14.0099766269259
"1171","Scampi","Starting Oct 2021",25.5367270175577,"2021",6.38418175438944,19.1525452631683
"1172","School Shark","Starting Oct 2001",0.857406613854179,"2001",0.214351653463545,0.643054960390634
"1173","School Shark","Starting Oct 2002",0.953724335048656,"2002",0.238431083762164,0.715293251286492
"1174","School Shark","Starting Oct 2003",1.02582280787816,"2003",0.25645570196954,0.769367105908619
"1175","School Shark","Starting Oct 2004",1.03806573516924,"2004",0.259516433792311,0.778549301376932
"1176","School Shark","Starting Oct 2005",0.925723213991056,"2005",0.231430803497764,0.694292410493292
"1177","School Shark","Starting Oct 2006",0.931463318917454,"2006",0.232865829729363,0.69859748918809
"1178","School Shark","Starting Oct 2007",0.967642436133895,"2007",0.241910609033474,0.725731827100421
"1179","School Shark","Starting Oct 2008",0.917296179054955,"2008",0.229324044763739,0.687972134291216
"1180","School Shark","Starting Oct 2009",1.03058674319088,"2009",0.257646685797719,0.772940057393158
"1181","School Shark","Starting Oct 2010",1.04163729122642,"2010",0.260409322806605,0.781227968419814
"1182","School Shark","Starting Oct 2011",1.07326350192897,"2011",0.268315875482243,0.80494762644673
"1183","School Shark","Starting Oct 2012",1.06126990995966,"2012",0.265317477489915,0.795952432469744
"1184","School Shark","Starting Oct 2013",1.0603200210931,"2013",0.265080005273275,0.795240015819825
"1185","School Shark","Starting Oct 2014",1.01972811731254,"2014",0.254932029328136,0.764796087984407
"1186","School Shark","Starting Oct 2015",0.982499627741253,"2015",0.245624906935313,0.73687472080594
"1187","School Shark","Starting Oct 2016",0.890154328705105,"2016",0.222538582176276,0.667615746528829
"1188","School Shark","Starting Oct 2017",0.900459076862653,"2017",0.225114769215663,0.67534430764699
"1189","School Shark","Starting Oct 2018",0.813096330734041,"2018",0.20327408268351,0.609822248050531
"1190","School Shark","Starting Oct 2019",0.786819466622805,"2019",0.196704866655701,0.590114599967104
"1191","School Shark","Starting Oct 2020",0.778858656047425,"2020",0.194714664011856,0.584143992035569
"1192","School Shark","Starting Oct 2021",0.886170374276662,"2021",0.221542593569165,0.664627780707496
"1193","Sea Perch","Starting Oct 2001",0.0525238029227196,"2001",0.0131309507306799,0.0393928521920397
"1194","Sea Perch","Starting Oct 2002",0.0549274830173542,"2002",0.0137318707543385,0.0411956122630156
"1195","Sea Perch","Starting Oct 2003",0.0549846620414858,"2003",0.0137461655103715,0.0412384965311144
