"","species","fishing_year","wt_port_price"
"1459","Surf Clam   triangle shell",2009,0.7
"1460","Surf Clam   triangle shell",2010,0.735
"1461","Surf Clam   triangle shell",2011,0.84
"1462","Surf Clam   triangle shell",2012,0.8375
"1463","Surf Clam   triangle shell",2013,0.83
"1464","Surf Clam   triangle shell",2014,0.83
"1465","Surf Clam   triangle shell",2015,0.83
"1466","Surf Clam   triangle shell",2016,0.83
"1467","Surf Clam   triangle shell",2017,0.83
"1468","Surf Clam   triangle shell",2018,0.83
"1469","Surf Clam   triangle shell",2019,0.83
"1470","Surf Clam   triangle shell",2020,0.83
"1471","Surf Clam   triangle shell",2021,0.9865625
"1472","Surf Clam   triangle shell",2022,1.0921875
"1473","Surf Clam   trough shell",2008,0.425
"1474","Surf Clam   trough shell",2009,1.7
"1475","Surf Clam   trough shell",2010,1.7875
"1476","Surf Clam   trough shell",2011,2.0525
"1477","Surf Clam   trough shell",2012,2.055
"1478","Surf Clam   trough shell",2013,2.04
"1479","Surf Clam   trough shell",2014,2.04
"1480","Surf Clam   trough shell",2015,2.04
"1481","Surf Clam   trough shell",2016,2.04
"1482","Surf Clam   trough shell",2017,2.04
"1483","Surf Clam   trough shell",2018,2.04
"1484","Surf Clam   trough shell",2019,2.04
"1485","Surf Clam   trough shell",2020,2.04
"1486","Surf Clam   trough shell",2021,2.04
"1487","Surf Clam   trough shell",2022,1.53
"1488","Tarakihi",2008,0.721875
"1489","Tarakihi",2009,2.8875
"1490","Tarakihi",2010,2.8784375
"1491","Tarakihi",2011,2.8996875
"1492","Tarakihi",2012,3.026875
"1493","Tarakihi",2013,2.973125
"1494","Tarakihi",2014,2.9425
"1495","Tarakihi",2015,2.7896875
"1496","Tarakihi",2016,2.6325
"1497","Tarakihi",2017,2.6075
"1498","Tarakihi",2018,2.515133108
"1499","Tarakihi",2019,2.717819967
"1500","Tarakihi",2020,2.740133821
"1501","Tarakihi",2021,2.711473687
"1502","Tarakihi",2022,2.193886544
"1503","Trevally",2008,0.3925
"1504","Trevally",2009,1.57
"1505","Trevally",2010,1.619
"1506","Trevally",2011,1.766
"1507","Trevally",2012,1.8045
"1508","Trevally",2013,1.8285
"1509","Trevally",2014,1.541
"1510","Trevally",2015,1.463
"1511","Trevally",2016,1.3645
"1512","Trevally",2017,1.367
"1513","Trevally",2018,1.224889051
"1514","Trevally",2019,1.340876836
"1515","Trevally",2020,1.571778677
"1516","Trevally",2021,1.704674447
"1517","Trevally",2022,1.341676729
"1518","Trumpeter",2008,0.525
"1519","Trumpeter",2009,2.1
"1520","Trumpeter",2010,2.2890625
"1521","Trumpeter",2011,2.6646875
"1522","Trumpeter",2012,2.085555556
"1523","Trumpeter",2013,2.052416667
"1524","Trumpeter",2014,2.001
"1525","Trumpeter",2015,2.03175
"1526","Trumpeter",2016,2.1045
"1527","Trumpeter",2017,2.3225
"1528","Trumpeter",2018,2.478024296
"1529","Trumpeter",2019,2.437817325
"1530","Trumpeter",2020,2.584411029
"1531","Trumpeter",2021,2.7497801
"1532","Trumpeter",2022,2.208740798
"1533","Tuatua",2008,0.3125
"1534","Tuatua",2009,1.25
"1535","Tuatua",2010,1.315
"1536","Tuatua",2011,1.5125
"1537","Tuatua",2012,1.5175
"1538","Tuatua",2013,1.51
"1539","Tuatua",2014,1.51
"1540","Tuatua",2015,1.51
"1541","Tuatua",2016,1.51
"1542","Tuatua",2017,1.51
"1543","Tuatua",2018,1.51
"1544","Tuatua",2019,1.51
"1545","Tuatua",2020,1.51
"1546","Tuatua",2021,1.51
"1547","Tuatua",2022,1.1325
"1548","White Warehou",2008,0.3434375
"1549","White Warehou",2009,1.37375
"1550","White Warehou",2010,1.60375
"1551","White Warehou",2011,2.10875
"1552","White Warehou",2012,1.550034722
"1553","White Warehou",2013,1.518888889
"1554","White Warehou",2014,1.465833334
"1555","White Warehou",2015,1.5
"1556","White Warehou",2016,1.568333333
"1557","White Warehou",2017,1.24
"1558","White Warehou",2018,0.422103222
"1559","White Warehou",2019,1.678308934
"1560","White Warehou",2020,1.669486833
"1561","White Warehou",2021,1.72505409
"1562","White Warehou",2022,1.273761029
"1563","Yellow eyed Mullet",2008,0.402857143
"1564","Yellow eyed Mullet",2009,1.611428572
"1565","Yellow eyed Mullet",2010,2.053928572
"1566","Yellow eyed Mullet",2011,3.463571429
"1567","Yellow eyed Mullet",2012,3.7025
"1568","Yellow eyed Mullet",2013,3.693928571
"1569","Yellow eyed Mullet",2014,3.735714285
"1570","Yellow eyed Mullet",2015,3.7225
"1571","Yellow eyed Mullet",2016,3.662857143
"1572","Yellow eyed Mullet",2017,3.6275
"1573","Yellow eyed Mullet",2018,3.701216414
"1574","Yellow eyed Mullet",2019,3.705049365
"1575","Yellow eyed Mullet",2020,3.718457635
"1576","Yellow eyed Mullet",2021,3.718457635
"1577","Yellow eyed Mullet",2022,2.788843226
"1578","Yellow Eyed Mullet",2012,0.9275
"1579","Yellow Eyed Mullet",2013,3.7025
"1580","Yellow Eyed Mullet",2014,3.68
"1581","Yellow Eyed Mullet",2015,3.68
"1582","Yellow Eyed Mullet",2016,3.68
"1583","Yellow Eyed Mullet",2017,3.68
"1584","Yellow Eyed Mullet",2018,3.68
"1585","Yellow Eyed Mullet",2019,3.68
"1586","Yellow Eyed Mullet",2020,3.68
"1587","Yellow Eyed Mullet",2021,3.68
"1588","Yellow Eyed Mullet",2022,2.76
"1589","Yellowfin Tuna",2008,1.745
"1590","Yellowfin Tuna",2009,6.98
"1591","Yellowfin Tuna",2010,7.8525
"1592","Yellowfin Tuna",2011,9.48
"1593","Yellowfin Tuna",2012,6.4975
"1594","Yellowfin Tuna",2013,6.46
"1595","Yellowfin Tuna",2014,6.46
"1596","Yellowfin Tuna",2015,6.46
"1597","Yellowfin Tuna",2016,6.46
"1598","Yellowfin Tuna",2017,6.46
"1599","Yellowfin Tuna",2018,6.46
"1600","Yellowfin Tuna",2019,6.46
"1601","Yellowfin Tuna",2020,6.46
"1602","Yellowfin Tuna",2021,6.46
"1603","Yellowfin Tuna",2022,4.845
