Combined Port Price Data ($/kg) Greenweight,Year range =  October to September,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
Fish Stock,Species,2008/09,2009/10,2010/11,2011/12,2012/13,2013/14,2014/15,2015/16,2016/17,2017/18,2018/19,2019/20,2020/21,2021/2022
PDO8,Surf Clam   Deepwater Tuatua,0.70,0.70,0.84,0.84,0.83,0.83,0.83,0.83,0.83,0.83,0.83,0.83,0.83,2.5
PDO9,Surf Clam   Deepwater Tuatua,0.70,0.70,0.84,0.84,0.83,0.83,0.83,0.83,0.83,0.83,0.83,0.83,0.83,0.83
PHC1,Packhorse Rock Lobster,27.12,27.12,48.00,53.42,58.00,58.00,48.00,48.00,48.00,48.00,39.41241443,53.94136207,52.99381871,47.5317458
PIL1,Pilchard,0.70,0.70,0.84,0.84,0.83,0.83,0.83,0.83,1.26,1.40,1.399938772,1.399938772,1.399938772,1.399938772
PIL10,Pilchard,0.70,0.70,0.84,0.84,0.83,0.83,0.83,0.83,0.83,0.83,0.83,0.83,0.83,0.83
PIL2,Pilchard,0.70,0.70,0.84,0.84,0.83,0.83,0.83,0.83,0.83,0.83,0.83,0.83,0.83,0.83
PIL3,Pilchard,0.70,0.70,0.84,0.84,0.83,0.83,0.83,0.83,0.83,0.83,0.83,0.83,0.83,0.83
PIL4,Pilchard,0.70,0.70,0.84,0.84,0.83,0.83,0.83,0.83,0.83,0.83,0.83,0.83,0.83,0.83
PIL7,Pilchard,0.70,0.70,0.84,0.84,0.83,0.83,0.83,0.83,0.83,0.83,0.83,0.83,0.83,0.83
PIL8,Pilchard,0.70,0.70,0.84,0.84,0.83,0.83,0.83,0.83,0.83,0.83,0.83,0.83,0.83,0.83
POR1,Porae,2.14,2.14,2.70,2.35,2.33,2.63,2.63,2.97,2.51,2.51,2.506121279,3.949249503,4.002504162,2.962715443
POR10,Porae,2.15,2.15,2.66,2.30,2.28,2.28,2.28,2.28,2.28,2.28,2.28,2.28,2.28,2.28
POR2,Porae,2.15,2.15,2.37,2.14,2.12,2.39,2.39,2.10,2.22,2.22,2.217231506,2.909712528,3.31136996,3.024172858
POR3,Porae,2.15,2.15,2.66,2.30,2.28,2.28,2.28,2.28,2.28,2.28,2.28,2.28,2.28,2.28
POS1,Porbeagle Shark,0.40,0.40,0.36,0.60,0.60,0.71,0.25,0.25,0.41,0.41,0.406986983,0.406986983,0.406986983,0.406986983
PPI1A,Pipi,1.10,1.10,0.94,0.93,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92
PPI1B,Pipi,1.10,1.10,0.95,0.93,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92
PPI1C,Pipi,1.10,1.10,0.95,0.93,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92
PPI2,Pipi,1.10,1.10,0.95,0.93,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92
PPI3,Pipi,1.10,1.10,0.95,0.93,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92
PPI4,Pipi,1.10,1.10,0.95,0.93,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92
PPI5,Pipi,1.10,1.10,0.95,0.93,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92
PPI7,Pipi,1.10,1.10,0.95,0.93,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92
PPI8,Pipi,1.10,1.10,0.95,0.93,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92
PPI9,Pipi,1.10,1.10,0.95,0.93,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92
PRK1,Prawn Killer,0.25,0.25,1.26,3.45,3.42,3.42,3.42,3.42,3.42,3.42,3.42,3.42,3.42,3.42
PRK10,Prawn Killer,,,,,3.41,3.42,3.42,3.42,3.42,3.42,3.42,3.42,3.42,3.42
PRK2,Prawn Killer,0.25,0.25,1.26,3.45,3.42,3.42,3.42,3.42,3.42,3.42,3.42,3.42,3.42,3.42
PRK3,Prawn Killer,0.25,0.25,1.26,3.45,3.42,3.42,3.42,3.42,3.42,3.42,3.42,3.42,3.42,3.42
PRK4A,Prawn Killer,0.25,0.25,1.26,3.45,3.42,3.42,3.42,3.42,3.42,3.42,3.42,3.42,3.42,3.42
PRK5,Prawn Killer,0.25,0.25,1.26,3.45,3.42,3.42,3.42,3.42,3.42,3.42,3.42,3.42,3.42,3.42
PRK6A,Prawn Killer,0.25,0.25,1.26,3.45,3.42,3.42,3.42,3.42,3.42,3.42,3.42,3.42,3.42,3.42
PRK6B,Prawn Killer,0.25,0.25,1.26,3.45,3.42,3.42,3.42,3.42,3.42,3.42,3.42,3.42,3.42,3.42
PRK7,Prawn Killer,0.25,0.25,1.26,3.45,3.42,3.42,3.42,3.42,3.42,3.42,0.539943453,0.539943453,0.539943453,0.539943453
PRK8,Prawn Killer,0.25,0.25,1.26,3.45,3.42,3.42,3.42,3.42,3.42,3.42,3.42,3.42,3.42,3.42
PRK9,Prawn Killer,0.25,0.25,1.26,3.45,3.42,3.42,3.42,3.42,3.42,3.42,3.42,3.42,3.42,3.42
PTO1,Patagonian Toothfish,3.00,3.00,3.62,3.63,3.60,10.00,10.00,10.00,10.00,10.00,10,10,10,10
PZL1,King Clam,20.00,20.00,24.13,24.21,24.02,24.02,24.02,24.02,24.02,24.02,24.02,24.02,24.02,24.02
PZL2,King Clam,20.00,20.00,24.13,24.21,24.02,24.02,24.02,24.02,24.02,24.02,24.02,24.02,24.02,24.02
PZL3,King Clam,20.00,20.00,24.13,24.21,24.02,24.02,24.02,24.02,24.02,24.02,24.02,24.02,24.02,24.02
PZL4,King Clam,20.00,20.00,24.13,24.21,24.02,24.02,24.02,24.02,24.02,24.02,24.02,24.02,24.02,24.02
PZL5,King Clam,20.00,20.00,24.13,24.21,24.02,24.02,24.02,24.02,24.02,24.02,24.02,24.02,24.02,24.02
PZL7,King Clam,20.00,20.00,24.13,24.21,24.02,24.02,24.02,24.02,24.02,24.02,24.02,19.1200309,19.1200309,19.1200309
PZL8,King Clam,20.00,20.00,24.13,24.21,24.02,24.02,24.02,24.02,24.02,24.02,24.02,24.02,24.02,24.02
PZL9,King Clam,20.00,20.00,24.13,24.21,24.02,24.02,24.02,24.02,24.02,24.02,24.02,24.02,24.02,24.02
QSC3,Queen Scallop,1.70,1.70,2.05,2.06,2.04,2.04,2.04,2.04,2.04,2.04,2.04,2.04,2.04,3.5
RBM1,Ray's Bream,0.83,0.83,1.01,1.11,1.10,1.19,1.19,1.19,1.06,0.77,0.771791971,0.771791971,0.771791971,0.771791971
RBT1,Red Bait, , ,0.39,0.39,0.39,0.39,0.39,0.39,0.39,0.39,0.39,0.39,0.39,0.39
RBT10,Red Bait, , ,0.39,0.39,0.39,0.39,0.39,0.39,0.39,0.39,0.39,0.39,0.39,0.39
RBT3,Red Bait, , ,0.39,0.39,0.39,0.39,0.39,0.10,0.10,0.10,0.098089895,0.098089895,0.201599858,0.949763771
RBT7,Red Bait, , ,0.39,0.39,0.39,0.39,0.39,0.39,0.39,0.39,0.39,0.39,0.39,0.39
RBY1,Ruby Fish,0.78,0.78,1.07,1.28,1.27,2.00,2.00,2.29,2.28,2.28,2.281919059,1.537697181,1.537697181,1.479324639
RBY10,Ruby Fish,0.56,0.56,0.99,1.15,1.14,1.14,1.14,1.14,1.14,1.14,1.14,1.14,1.14,1.14
RBY2,Ruby Fish,0.55,0.55,1.01,1.15,1.14,1.14,1.14,0.27,0.27,0.27,0.269826364,0.269826364,0.585789832,0.747486294
RBY3,Ruby Fish,0.37,0.37,0.99,1.15,1.14,1.14,1.14,0.26,0.26,0.26,0.258150724,0.258150724,0.258150724,0.06
RBY4,Ruby Fish,0.56,0.56,0.33,1.15,1.14,1.14,0.25,0.25,0.30,0.30,0.244718514,0.235851749,0.230975689,0.230669779
RBY5,Ruby Fish,,,,,1.14,1.14,1.14,1.14,1.14,1.14,1.14,0.070342295,0.237580175,0.06
RBY6,Ruby Fish,,,,,1.14,1.54,1.54,1.54,1.54,1.54,1.54,1.54,1.54,1.54
RBY7,Ruby Fish,0.56,0.56,0.64,0.69,0.68,0.25,0.25,0.73,0.36,0.44,0.437283618,0.437283618,0.437283618,1.101387671
RBY8,Ruby Fish,0.56,0.56,0.99,1.15,1.14,1.14,1.14,1.14,1.14,1.14,1.14,1.14,1.14,1.14
RBY9,Ruby Fish,0.56,0.56,0.99,0.78,0.77,0.77,0.77,0.73,0.73,0.73,0.73492409,0.73492409,0.73492409,1.101387671
RCO1,Red Cod,1.28,1.28,0.70,0.86,0.84,0.67,0.67,0.55,0.48,0.49,0.50068533,0.483026375,0.687588059,0.687588059
RCO10,Red Cod,0.60,0.60,0.65,0.77,0.62,0.62,0.62,0.62,0.62,0.62,0.62,0.62,0.62,0.62
RCO2,Red Cod,0.60,0.60,0.93,0.77,0.90,0.77,0.86,0.77,0.71,0.75,0.737123566,0.647999811,0.687588059,0.687588059
RCO3,Red Cod,0.58,0.58,0.61,0.73,0.61,0.61,0.59,0.56,0.52,0.64,0.618140922,0.702235789,0.733804585,0.774339715
RCO7,Red Cod,0.60,0.60,0.67,0.79,0.61,0.61,0.57,0.49,0.51,0.52,0.551628659,0.526839452,0.603957066,0.651163696
RIB1,Ribaldo,0.48,0.48,0.92,1.38,1.37,1.12,1.12,1.12,1.47,1.47,0.888361535,1.650467904,1.77758285,0.97391255
RIB10,Ribaldo,1.06,1.06,0.92,0.78,0.77,0.77,0.77,0.77,0.77,0.77,0.77,0.77,0.77,0.77
RIB2,Ribaldo,0.48,0.48,0.92,0.78,0.77,0.77,0.77,0.77,1.58,1.30,1.307305256,1.068020929,1.618835434,1.010886537
RIB3,Ribaldo,0.48,0.48,0.98,0.99,0.98,0.98,0.98,0.98,0.75,0.84,1.128245455,0.662761321,0.758450555,1.513631525
RIB4,Ribaldo,0.48,0.48,0.59,0.64,0.63,0.63,0.63,0.63,0.55,0.99,0.71231178,0.523139349,0.88051088,1.039337065
RIB5,Ribaldo,0.48,0.48,0.69,0.75,0.74,0.63,0.63,0.63,0.63,0.63,0.710267184,0.583321176,0.592850085,0.499150457
RIB6,Ribaldo,0.48,0.48,0.62,0.51,0.51,0.45,0.45,0.45,0.45,0.73,0.763074,0.379468238,0.602614017,0.576763355
RIB7,Ribaldo,0.48,0.48,0.92,0.78,0.77,1.03,1.03,1.03,0.74,0.74,0.751361642,0.566241882,0.714563986,0.597832355
RIB8,Ribaldo,0.48,0.48,0.92,0.78,0.77,0.75,0.77,0.76,0.68,0.68,0.850912217,0.732942387,0.732942387,0.74
RIB9,Ribaldo,0.48,0.48,0.92,0.78,0.77,0.77,0.77,2.08,1.57,0.41,1.796459446,1.420095419,0.905326016,0.97391255
RSK1,Rough Skate,0.42,0.42,0.39,0.63,0.63,0.60,0.60,0.25,0.26,0.19,0.210332752,0.204975251,0.470506746,0.388553164
RSK10,Rough Skate,0.42,0.42,0.62,0.63,0.63,0.63,0.63,0.63,0.63,0.63,0.63,0.63,0.63,0.63
RSK3,Rough Skate,0.42,0.42,0.61,0.63,0.63,0.48,0.50,0.51,0.52,0.46,0.447350063,0.447427529,0.468377942,0.954176161
RSK7,Rough Skate,0.42,0.42,0.72,0.70,0.69,0.51,0.50,0.56,0.55,0.48,0.479294975,0.468737963,0.495746898,0.494634152
RSK8,Rough Skate,0.42,0.42,0.46,0.49,0.49,0.39,0.51,0.25,0.31,0.26,0.228348049,0.261311338,0.43745646,0.37109316
RSN1,Red Snapper,7.93,7.93,8.14,8.06,8.00,8.39,8.39,7.32,8.09,9.34,9.343127133,6.86615727,9.323434963,7.69704327
RSN10,Red Snapper,7.89,7.89,6.96,7.40,7.34,7.34,7.34,7.34,7.34,7.34,7.34,7.34,7.34,7.34
RSN2,Red Snapper,7.10,7.10,6.96,4.62,4.58,5.00,5.00,5.28,6.49,7.29,2.080861387,5.457188032,5.457188032,6.404406382
SAE1,Surf Clam   triangle shell,0.70,0.70,0.84,0.84,0.83,0.83,0.83,0.83,0.83,0.83,0.83,0.83,0.83,0.83
SAE2,Surf Clam   triangle shell,0.70,0.70,0.84,0.84,0.83,0.83,0.83,0.83,0.83,0.83,0.83,0.83,0.83,0.83
SAE3,Surf Clam   triangle shell,0.70,0.70,0.84,0.84,0.83,0.83,0.83,0.83,0.83,0.83,0.83,0.83,0.83,2.5
SAE4,Surf Clam   triangle shell,0.70,0.70,0.84,0.84,0.83,0.83,0.83,0.83,0.83,0.83,0.83,0.83,0.83,0.83
SAE5,Surf Clam   triangle shell,0.70,0.70,0.84,0.84,0.83,0.83,0.83,0.83,0.83,0.83,0.83,0.83,0.83,0.83
SAE7,Surf Clam   triangle shell,0.70,0.70,0.84,0.84,0.83,0.83,0.83,0.83,0.83,0.83,0.83,0.83,0.83,2.5
SAE8,Surf Clam   triangle shell,0.70,0.70,0.84,0.84,0.83,0.83,0.83,0.83,0.83,0.83,0.83,0.83,0.83,2.5
SAE9,Surf Clam   triangle shell,0.70,0.70,0.84,0.84,0.83,0.83,0.83,0.83,0.83,0.83,0.83,0.83,0.83,0.83
SBW1,Southern Blue Whiting,0.35,0.35,0.79,0.56,0.56,0.56,0.56,0.56,0.56,0.30,0.3,0.3,0.3,0.3
SBW6A,Southern Blue Whiting,0.35,0.35,0.79,0.42,0.42,0.42,0.42,0.42,0.42,0.42,0.42,0.42,0.42,0.42
SBW6B,Southern Blue Whiting,0.35,0.35,0.67,0.56,0.56,0.56,0.56,0.56,0.56,0.56,0.56,0.56,0.56,0.56
SBW6I,Southern Blue Whiting,0.35,0.35,0.79,0.51,0.51,0.63,0.63,0.63,0.63,0.63,0.63,0.63,0.63,0.63
SBW6R,Southern Blue Whiting,0.35,0.35,0.79,0.56,0.56,0.56,0.56,0.56,0.56,0.56,0.56,0.56,0.56,0.56
SCA1,Scallop,15.85,15.85,17.69,16.03,15.90,15.90,15.90,15.90,15.90,15.90,15.9,15.9,15.9,15.9
SCA1A,Scallop,14.38,14.38,17.69,16.03,15.90,15.90,15.90,15.90,15.90,15.90,15.9,15.9,15.9,15.9
SCA2A,Scallop,14.38,14.38,17.69,16.03,15.90,15.90,15.90,15.90,15.90,15.90,15.9,15.9,15.9,15.9
SCA3,Scallop,14.38,14.38,17.69,16.03,15.90,15.90,15.90,15.90,15.90,15.90,15.9,15.9,15.9,15.9
SCA4,Scallop,14.38,14.38,17.69,16.03,15.90,15.90,15.90,15.90,15.90,15.90,15.9,15.9,15.9,15.9
SCA5,Scallop,14.38,14.38,17.69,16.03,15.90,15.90,15.90,15.90,15.90,15.90,15.9,15.9,15.9,15.9
SCA7,Scallop,13.47,13.47,18.30,15.23,15.11,15.11,15.11,15.11,15.11,15.11,15.11,15.11,15.11,15.11
SCA7A,Scallop,14.38,14.38,17.69,16.03,15.90,15.90,15.90,15.90,15.90,15.90,15.9,15.9,15.9,15.9
SCA7B,Scallop,14.38,14.38,17.69,16.03,15.90,15.90,15.90,15.90,15.90,15.90,15.9,15.9,15.9,15.9
SCA7C,Scallop,14.38,14.38,17.69,16.03,15.90,15.90,15.90,15.90,15.90,15.90,15.9,15.9,15.9,15.9
SCA8A,Scallop,14.38,14.38,17.69,16.03,15.90,15.90,15.90,15.90,15.90,15.90,15.9,15.9,15.9,15.9
SCA9A,Scallop,14.38,14.38,17.69,16.03,15.90,15.90,15.90,15.90,15.90,15.90,15.9,15.9,15.9,15.9
SCACS,Scallop,14.38,14.38,15.75,16.03,15.90,15.90,15.90,15.90,15.90,15.90,15.9,15.9,15.9,15.9
SCC10,Sea Cucumber,1.00,1.00,1.21,1.21,1.20,1.20,1.20,1.20,1.20,1.20,1.2,1.2,1.2,1.2
SCC1A,Sea Cucumber,1.00,1.00,1.21,1.21,1.20,1.20,1.20,1.20,1.20,1.20,1.2,1.2,1.2,1.2
SCC1B,Sea Cucumber,1.00,1.00,1.21,1.21,1.20,1.20,1.20,1.20,1.20,1.20,1.2,1.2,1.2,1.2
SCC2A,Sea Cucumber,1.00,1.00,1.21,1.21,1.20,1.20,1.20,1.20,1.20,1.20,1.2,1.2,1.2,1.2
SCC2B,Sea Cucumber,1.00,1.00,1.21,1.21,1.20,1.20,1.20,1.20,1.20,1.20,1.2,1.2,1.2,1.2
SCC3,Sea Cucumber,1.00,1.00,1.21,1.21,1.20,1.20,1.20,1.20,1.20,1.20,1.2,1.2,1.2,1.2
SCC4,Sea Cucumber,1.00,1.00,1.21,1.21,1.20,1.20,1.20,1.20,1.20,1.20,1.2,1.2,1.2,1.2
SCC5A,Sea Cucumber,1.00,1.00,1.21,1.21,1.20,1.20,1.20,1.20,1.20,1.20,1.2,1.2,1.2,10
SCC5B,Sea Cucumber,1.00,1.00,1.21,1.21,1.20,1.20,1.20,1.20,1.20,1.20,1.2,1.2,1.2,1.2
SCC6,Sea Cucumber,1.00,1.00,1.21,1.21,1.20,1.20,1.20,1.20,1.20,1.20,1.2,1.2,1.2,1.2
SCC7A,Sea Cucumber,1.00,1.00,1.21,1.21,1.20,1.20,1.20,1.20,1.57,1.57,1.570142156,1.570142156,1.570142156,1.570142156
SCC7B,Sea Cucumber,1.00,1.00,1.21,1.21,1.20,1.20,1.20,1.20,1.20,1.20,1.2,1.2,1.2,1.2
SCC7D,Sea Cucumber,1.00,1.00,1.21,1.21,1.20,1.20,1.20,1.20,1.20,1.20,1.2,1.2,1.2,1.2
SCC8,Sea Cucumber,1.00,1.00,1.21,1.21,1.20,1.20,1.20,1.20,5.28,5.28,5.280136622,5.280136622,5.280136622,5.280136622
SCC9,Sea Cucumber,1.00,1.00,1.21,1.21,1.20,1.20,1.20,1.20,1.20,1.20,1.2,1.2,1.2,1.2
SCH1,School Shark,2.19,2.19,1.78,1.49,1.48,2.82,2.82,2.51,2.56,1.74,0.91864696,1.75545818,2.053794494,1.87336654
SCH10,School Shark,2.19,2.19,2.21,2.36,2.34,2.34,2.34,2.34,2.34,2.34,2.34,2.34,2.34,2.34
SCH2,School Shark,2.29,2.29,2.21,2.05,2.03,2.28,2.88,2.31,2.40,1.53,2.194668127,2.240570476,2.142996355,2.505645882
SCH3,School Shark,1.85,1.85,2.24,2.52,2.50,1.87,2.97,2.30,2.37,2.30,2.359910189,2.267994891,2.303523112,3.776115963
SCH4,School Shark,2.19,2.19,1.70,1.67,1.66,1.66,1.66,2.34,2.55,2.32,2.180241275,2.169200997,2.177031125,3.061300803
SCH5,School Shark,2.48,2.48,2.47,2.58,2.56,2.36,2.22,2.18,2.19,2.25,2.321882096,1.986916881,2.224828,3.289267282
SCH7,School Shark,2.19,2.19,2.32,2.48,2.46,2.20,2.19,2.28,2.39,2.40,2.268535059,2.040005159,2.087353672,2.227273163
SCH8,School Shark,2.19,2.19,2.14,2.43,2.41,2.47,2.42,2.47,2.52,2.58,2.405198186,3.483803501,2.396965475,3.843209944
SCI1,Scampi,18.66,18.66,22.51,15.97,14.97,14.97,14.97,14.75,14.75,18.31,17.04112682,17.04112682,17.04112682,17.04112682
SCI10,Scampi,18.66,18.66,22.51,13.46,13.83,13.83,13.83,13.83,13.83,13.83,13.83,13.83,13.83,13.83
SCI2,Scampi,18.66,18.66,22.51,13.46,13.02,13.02,13.02,13.53,13.53,18.87,16.09979964,16.09979964,16.09979964,16.09979964
SCI3,Scampi,18.66,18.66,22.51,13.91,13.79,13.79,13.79,15.09,15.09,19.29,17.93586564,17.93586564,17.93586564,17.93586564
SCI4A,Scampi,18.66,18.66,22.51,13.46,13.83,13.83,13.83,13.83,13.83,16.20,16.18187509,16.18187509,16.18187509,16.18187509
SCI5,Scampi,18.66,18.66,22.51,13.46,13.83,13.83,13.83,13.83,13.83,13.83,13.83,13.83,13.83,13.83
SCI6A,Scampi,18.66,18.66,22.51,13.46,13.86,13.86,13.86,12.54,12.54,15.62,15.25252329,15.25252329,15.25252329,15.25252329
SCI6B,Scampi,18.66,18.66,22.51,13.46,13.83,13.83,13.83,13.83,13.83,13.83,13.83,13.83,13.83,13.83
SCI7,Scampi,18.66,18.66,22.51,13.46,13.83,13.83,13.83,13.83,13.83,18.50,18.49888389,18.49888389,18.49888389,6
SCI8,Scampi,18.66,18.66,22.51,13.46,13.83,13.83,13.83,13.83,13.83,13.83,13.83,13.83,13.83,13.83
SCI9,Scampi,18.66,18.66,22.51,13.46,13.83,13.83,13.83,13.83,13.83,13.83,13.83,13.83,13.83,13.83
SFE11,Short finned eel,3.50,3.50,4.00,4.34,4.31,4.31,4.31,4.31,4.31,5.38,5.381524571,5.381524571,5.381524571,5.381524571
SFE12,Short finned eel,3.50,3.50,4.00,4.34,4.31,4.31,4.31,4.31,4.31,5.37,5.37,5.37,5.37,5.37
SFE13,Short finned eel,3.50,3.50,4.00,4.34,4.31,4.31,4.31,4.31,4.31,6.23,4.31,6.231146331,6.231146331,6.231146331
SFE14,Short finned eel,3.50,3.50,4.00,4.34,4.31,4.31,4.31,4.31,4.31,5.37,5.37,5.37,5.37,5.37
SFE15,Short finned eel,3.50,3.50,4.00,4.34,4.31,4.31,4.31,4.31,4.31,5.37,5.37,5.37,5.37,5.37
SFE16,Short finned eel,3.50,3.50,4.00,4.34,4.31,4.31,4.31,4.31,4.31,4.54,4.537520872,4.537520872,4.537520872,4.537520872
SFE17,Shortfinned eel,3.87,3.87,4.80,4.91,5.37,5.37,5.37,5.37,5.37,5.37,5.37,5.37,5.37,5.37
SFE20,Shortfinned eel,3.87,3.87,5.03,5.08,5.37,5.37,6.40,5.73,5.73,5.88,5.879099342,4.985057793,4.985057793,4.985057793
SFE21,Shortfinned eel,3.87,3.87,5.03,5.14,5.37,5.37,6.40,5.81,5.81,5.99,5.993834652,5.15419148,5.250217073,5.250217073
SFE22,Shortfinned eel,3.87,3.87,5.03,5.17,5.37,5.37,6.40,5.48,5.48,5.84,5.843652397,5.356955446,5.356955446,5.356955446
SFE23,Shortfinned eel,3.87,3.87,4.80,5.23,5.37,5.37,5.37,5.37,5.37,5.37,5.37,5.869530355,5.869530355,5.869530355
SKI1,Gemfish,2.02,2.02,1.79,1.63,1.62,1.62,1.62,2.04,2.06,1.80,1.825945782,1.980166974,2.677510647,1.954692958
SKI10,Gemfish,2.02,2.02,1.71,1.63,1.62,1.62,1.62,1.62,1.62,1.62,1.62,1.62,1.62,1.62
SKI2,Gemfish,1.79,1.79,1.71,1.84,1.83,2.30,2.30,1.98,1.94,1.67,1.406906451,2.104964484,2.363011662,2.179005384
SKI3,Gemfish,2.02,2.02,1.71,1.51,1.50,1.32,1.32,1.89,1.19,1.57,1.165993337,1.205226546,1.344999282,1.297046457
SKI7,Gemfish,2.02,2.02,1.58,1.27,1.26,1.66,1.22,1.57,1.20,1.25,1.210503249,1.370954499,1.49953902,1.348799302
SKJ1,Skipjacktuna,0.68,0.68,0.51,0.53,0.54,1.64,0.50,0.50,0.50,0.47,0.46,0.463152367,0.463152367,0.463152367
SNA1,Snapper,5.14,5.14,5.57,5.77,5.89,6.23,6.21,6.43,6.64,4.97,4.067117343,5.855950207,6.134160017,6.019444086
SNA10,Snapper,4.98,4.98,5.43,5.71,5.70,5.70,5.70,5.70,5.70,5.70,5.7,5.7,5.7,5.7
SNA2,Snapper,4.98,4.98,6.06,6.17,5.71,5.93,6.24,6.00,6.13,5.47,6.51112115,5.965050615,5.412010852,6.133640511
SNA3,Snapper,4.98,4.98,5.43,5.71,5.70,5.70,5.70,6.37,6.37,4.70,4.10052208,5.529614276,5.785253456,5.785253456
SNA7,Snapper,4.98,4.98,4.08,4.22,4.40,4.80,4.13,4.10,4.22,4.28,4.264602878,4.12152747,4.390480786,4.811729588
SNA8,Snapper,4.98,4.98,5.24,5.71,5.70,5.70,5.70,6.52,6.58,3.90,3.602497962,4.545193726,4.929018767,4.632136319
SPD1,Spiny Dogfish,0.56,0.56,0.69,0.22,0.22,0.22,0.22,0.22,0.44,0.58,0.581663789,0.581663789,0.581663789,0.581663789
SPD10,Spiny Dogfish,0.56,0.56,0.58,0.32,0.32,0.32,0.32,0.32,0.32,0.32,0.32,0.32,0.32,0.32
SPD3,Spiny Dogfish,0.58,0.58,0.59,0.33,0.33,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17
SPD4,Spiny Dogfish,0.56,0.56,0.58,0.26,0.26,0.26,0.26,0.26,0.26,0.26,0.26,0.26,0.093997843,0.093997843
SPD5,Spiny Dogfish,0.56,0.56,0.58,0.43,0.43,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17
SPD7,Spiny Dogfish,0.56,0.56,0.53,0.16,0.16,0.16,0.16,0.16,0.16,0.16,0.16,0.16,0.16,0.16
SPD8,Spiny Dogfish,0.56,0.56,0.58,0.32,0.32,0.32,0.32,0.32,0.32,0.32,0.32,0.32,0.32,0.32
SPE1,Sea Perch,0.53,0.53,1.88,1.86,0.65,0.65,0.65,1.20,1.10,0.09,0.117790221,0.557404616,1.31397307,0.459511006
SPE10,Sea Perch,0.53,0.53,0.58,0.75,0.65,0.65,0.65,0.65,0.65,0.65,0.65,0.65,0.65,0.65
SPE2,Sea Perch,0.53,0.53,1.53,1.42,0.65,0.76,0.76,0.76,0.81,0.95,0.803626726,0.68301339,1.275782294,0.571982674
SPE3,Sea Perch,0.48,0.48,0.49,0.64,0.57,0.65,0.77,0.66,0.68,0.67,0.610373731,0.707382609,0.756473633,0.818976914
SPE4,Sea Perch,0.53,0.53,0.52,0.64,0.54,0.59,0.59,0.51,0.57,0.58,0.439758009,0.323859226,0.648435754,0.739605321
SPE5,Sea Perch,0.53,0.53,0.58,0.46,0.43,0.43,0.43,0.43,0.43,0.34,0.567827857,0.501622205,0.517717148,0.541536172
SPE6,Sea Perch,0.53,0.53,0.58,0.34,0.65,0.65,0.65,0.65,0.65,0.16,0.163861257,0.529531913,0.511944063,0.69
SPE7,Sea Perch,0.53,0.53,0.67,0.80,0.69,0.76,0.75,0.53,0.58,0.64,0.563279724,0.443683676,0.684594205,0.719061188
SPE8,Sea Perch,0.53,0.53,0.57,1.33,0.65,0.68,0.68,0.61,0.59,0.66,0.66218467,0.529531913,0.752937487,0.76177418
SPE9,Sea Perch,0.53,0.53,0.58,0.75,0.65,1.55,1.55,2.87,1.80,0.73,0.73456061,1.30591159,1.082277127,0.985446171
SPO1,Rig,4.74,4.74,3.49,3.78,3.75,3.85,3.85,3.74,2.91,3.70,3.843760072,2.064987761,3.547163491,4.671955194
SPO10,Rig,3.91,3.91,3.72,3.74,3.71,3.71,3.71,3.71,3.71,3.71,3.71,3.71,3.71,3.71
SPO2,Rig,3.63,3.63,3.38,3.38,3.35,3.27,2.55,2.76,3.98,2.62,4.075327821,3.542437144,3.680562777,4.201865573
SPO3,Rig,3.38,3.38,3.89,3.88,3.85,3.75,4.23,3.91,3.78,3.97,4.316187111,4.067323247,3.887028227,5.562488172
SPO7,Rig,3.91,3.91,3.69,3.63,3.60,3.39,3.30,3.73,3.81,3.90,3.752570202,2.969149656,3.621503903,3.533354066
SPO8,Rig,3.91,3.91,3.73,3.74,3.71,3.83,3.83,3.81,3.90,3.97,3.699494376,4.387057102,3.797075641,3.688291035
SPR1,Sprats,1.00,1.00,1.21,1.21,1.20,1.20,1.20,1.20,1.20,1.20,1.2,1.2,1.2,1.2
SPR10,Sprats,1.00,1.00,1.21,1.21,1.20,1.20,1.20,1.20,1.20,1.20,1.2,1.2,1.2,1.2
SPR3,Sprats,1.00,1.00,1.21,1.21,1.20,1.20,1.20,1.20,1.20,1.20,1.2,1.2,1.2,1.2
SPR4,Sprats,1.00,1.00,1.21,1.21,1.20,1.20,1.20,1.20,1.20,1.20,1.2,1.2,1.2,1.2
